Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d
Q6NYC1	Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6				372.794		303.28		224.993							273.139			336.091												268.018	184.249	150.369				
Q6NYC8	Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	371.894	306.48	440.96	453.288	210.13	392.712	353.999	627.341	307.447	234.936	344.834		350.453	388.434	205.959		674.223	198.449	255.577		447.986			394.715	290.417	271.588	348.902		294.705	148.236	420.415	270.953		287.618		442.891
Q6NZI2	Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	1161.15	1061.29	827.958	1090.71	751.397	1087.95	307.27	741.792	785.056	664.481	1087.77	683.427	933.703	609.413	392.155	639.545	449.112	678.352		1117.02	1417.59	532.427	1242.16	988.404	845.801	910.556	777.362	1123.4	958.076	590.997	278.069	877.364	755.058	647.692	601.281	1087.17
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	231.442	498.461	329.757	234.26	64.7204	138.619	278.915	266.44	256.642	343.896		646.817			160.841				208.65		103.978					264.049	320.783		209.632		400.805	183.826		476.155		389.087
Q6P2Q9	Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	209.908		660.158	226.139	486.345	383.351	384.065	609.468	301.404	412.981	294.829		361.318	616.26	358.954	441.304	731.229	279.822	415.161	481.799	391.568	278.022	433.913	422.099	561.95	415.383	431.345	447.793	447.639	264.889	477.258	213.691	346.114	294.762	318.066	466.059
Q6P587	Q6P587	FAHD1_HUMAN	FAHD1	"Acylpyruvase FAHD1, mitochondrial"	324.324			101.487	40.1872	210.578		134.107	208.405		207.548				44.8941	243.667				164.521		75.1087	244.26	76.618		200.573	439.839	175.811			104.624	178.94	298.355	326.288	225.27	177.971
Q6P996	Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	393.113		368.908	221.635	202.398	203.172			132.496	361.109	142.578		268.437	357.155	293.792		446.763		205.09	240.174	336.903			140.82	260.629	690.704	552.102	306.385	622.235	331.737	264.911	342.564		361.066		509.275
Q6PCE3	Q6PCE3	PGM2L_HUMAN	PGM2L1	"Glucose 1,6-bisphosphate synthase"	510.879		374.804	348.054	432.19	365.318	287.48	850.561	377.89	382.728		414.384		614.142	414.58					522.215	744.453	546.593		689.206	383.382	561.012	278.914	473.167		559.713	366.891	576.746		460.302		98.2476
Q6PGP7	Q6PGP7	TTC37_HUMAN	TTC37	Tetratricopeptide repeat protein 37	126.349	325.628		458.661	134.201			283.377	243.465			458.511	541.539	352.383	323.904				151.832	334.189	53.5859					357.082	303.24	119.078			48.3377			332.483		
Q6PIU2	Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	994.181	1957.21	948.513	1463.61	2191.69	1510.04	709.811	2288.84	561.875	1940.43	420.041	869.923	582.303	1715.42	1042.51	1442.13	1796.29	944.386	745.45	932.641	1099.02	628.067	1189.37	1664.61	988.118	1575.17	1300.17	1430.9	1181.48	1472.62	1652.94	1621.58	1557.17	755.497	1978.93	1261.51
Q6PKG0	Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	431.199	363.025	345.055		254.474	331.869	140.09	416.328	305.734	833.97	561.154	335.133		254.641	206.331	351.455	354.387	401.988	330.419	373.77	289.967			597.398	85.7022	401.886	368.214	313.741		577.978	460.871	398.776		487.329		421.443
Q6UB35	Q6UB35	C1TM_HUMAN	MTHFD1L	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"		441.374		45.0117	255.07			347.809	83.4246	371.913	120.159		428.013		118.333	318.83	213.494	459.654	186.152			163.444				286.934				289.718	265.208	243.984	604.438	463.954	319.812	
Q6UN15	Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	294.357		334.644	392.528	253.806	144.083	607.7	217.572	183.049	269.429			507.731	662.374	268.743	426.848	498.23	280.215	167.386	421.237	436.863		604.593	337.369	206.277	230.135	171.402		293.146	278.371	288.514	316.313		360.213		599.852
Q6UWP8	Q6UWP8	SBSN_HUMAN	SBSN	Suprabasin									61.3836																	102.64			244.736	88.3904	43.2212		214.733	199.429		28.9949
Q6UWW0	Q6UWW0	LCN15_HUMAN	LCN15	Lipocalin-15						311.409			394.164	443.9	185.161			654.194					223.191		609.296	250.753	172.322			608.25	239.701	679.828	1570.9	240.962	335.054	260.946		1036.48		513.713
Q6UX71	Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2			319.552		155.917		816.975									507.59									283.98						234.926					
Q6XQN6	Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	440.667	612.439	461.599	536.434		1076.48	264.724	385.404	433.182			769.169			256.866		216.665		356.882	776.834	488.729				685.129	391.811	412.035		661.422	422.081		505.367		1017.97		
Q6YN16	Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	994.753	2321.26	2004.6	1116.18	1364.42	1116.64		942.296	618.904	1745.7	1785.91	3265.89	3338.36	2355.82	780.643	299.105	1322.22	1631.28	1839.73	1002.28	1260.45	1169.55	1881.52	1389.05	1756.51	1273.43	1016.29	848.513		937.768	874.63	641.873		733.343	2669.75	892.123
Q6ZMI0	Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21		1107.06	1459.07			1478.49	1000.42																											537.952		
Q6ZSR9	Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	95.6757			199.178	176.876	275.026	229.24	320.15	82.3489						75.1555				133.127	140.982	143.007				108.691	161.84	362.938			177.48		240.875		67.9108		94.6498
Q6ZVC0	Q6ZVC0	NYAP1_HUMAN	NYAP1	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1	1052.76	877.941	1111.98	975.635	1084.85	992.408			982.33		1157.61	1165.77	1410.61		1136.37				1087	602.718	589.445	1043.64		1077.75	1162.67	594.689	683.532	351.556	581.475			746.131		681.122		985.154
Q6ZVX7	Q6ZVX7	FBX50_HUMAN	NCCRP1	F-box only protein 50		696.372	1227.87	555.914	176.196	202.608	267.884		568.889	1221.84	614.778	468.555	731.048	899.383	127.426	423.247	470.944	775.997	324.175	496.381	324.375	478.357	168.27	378.602	507.337	586.355	816.512	1017.64	525.729	602.686		375.61	324.929	440.765	299.66	775.213
Q70E73	Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	259.626		504.367	376.339	332.144	325.253	319.963	330.269	207.116			285.553			315.503		241.821		233.309		317.29	278.482				296.688					208.292	302.228				234.956
Q70UQ0	Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein		462.699	228.083		233.962		287.669	256.313	236.902				202.684	170.522	333.378	128.135		319.863				344.879	234.786			225.931	199.616	271.36	235.123	317.953	268.451	141.053	160.17		131.426	251.313
Q71U36	P0DPH7;P68363;Q6PEY2;P68366;Q71U36;Q9NY65;P0DPH8;Q9BQE3	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	41555.1	38961.6	49794.9	39449.2	42023	35856.3	46189.6	39016.2	45364.9	34421.8	41234.4	32851.8	34678.6	36895.6	39028.7	4075.4	27485.1	35075.3	50117.3	46360.4	40736	39359.9	4349.89	39747	41852.2	38572.5	39358.8	39537.1	44926.8	35907.8	52543.3	48738.8	4556.74	37590.4	2741.86	40849.2
Q7KZF4	Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	5396.02	2560.43	3598.82	3715.46	2962.98	3568.12	3046.74	2311.12	3559.27	3746.24	3378.34	3282.11	3551.54	2826.66	3383.8	453.793	2174.58	3592.81	3369.5	3523.53	3101.61	3835.11	495.651	3447.51	3728.96	2170.69	3335.95	3317.65	3155.05	3644.3	3610.66	3514.25	540.436	2766.21	422.786	4272.24
Q7L014	Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	811	1073.85	898.212	809.067	875.062	708.58	746.839	480.713	624.518	831.488	500.783	846.68	618.115	725.512	641.438	425.707	676.759	892.904	799.807	839.683	726.127	763.254	452.127	763.045	567.785	789.075	746.651	465.03	948.143	840.23	819.668	457.066		651.214		695.666
Q7L1Q6	Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2			283.845	33.5018	290.673		190.434	145.195							97.7903				291.178	562.616	564.798				415.862		237.788	509.289	213.105		365.076	446.218		382.432		430.115
Q7L2E3	Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30			998.911	124.637	300.494	179.327	1013.74		243.438						734.153	52.2469			244.648		614.091															
Q7L2H7	Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M				201.355		162.746	68.3157	169.459	127.544		358.5				141.45				197.671		222.284	328.266			290.432	108.113			216.294		90.5058	272.572		165.11		302.638
Q7L576	Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	812.567	755.18	899.325	603.895	730.784	1269.14	653.347	668.842	589.159	980.702	594.775		712.458	912.85	685.932		422.552	1466.27	614.778	687.689	553.576	742.045		755.346	812.121	833.705	476.334	457.587	512.372	615.153	598.679	473.866		586.094		326.342
Q7L5N1	Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	230.118		220.195	305.694	284.677	143.047	242.301	350.908	541.065	457.622					357.595		256.917		259.971	120.527	110.029	408.533		313.258	202.814	378.847	502.389	395.577		264.795	271.119	144.288		319.486		107.135
Q7RTV0	Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	347.089			373.311	266.433	216.693	579.11	296.471	529.458	523.619	568.221			837.818	256.555	472.254	639.885	375.053	642.796	398.64	480.578	389.379	471.556	629.825	388.463		609.713		227.514	391.32	636.009	424.704		548.48	513.301	455.806
Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	431.731	411.412	561.232	425.096	342.276	343.926	421.253	637.492	304.147	522.104	393.462	506.714	333.221		348.775	154.271	401.475	384.434	300.856	652.307	640.988	151.982	239.489	431.503	542.295	413.159	321.651	255.412	235.597	473.84	478.931	466.537	177.816	352.347		403.312
Q7Z3B4	Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	174.141		182.846	119.345	266.738	294.232	336.94		277.335	288.027	551.132		448.687		184.425	386.639	106.254	327.107	146.167	538.392	408.885	338.837		59.4264		289.454	373.09	146.336		407.953	575.44	801.954	450.743	252.153	398.576	
Q7Z401	Q7Z401	MYCPP_HUMAN	DENND4A	C-myc promoter-binding protein		187.972								401.465	479.704	343.02		308.823									625.53		734.56	401.841		146.273	347.407	368.121					208.606	
Q7Z406	Q7Z406	MYH14_HUMAN	MYH14	Myosin-14				167.158			927.901				218.858					32.3869					673.088	173.992								292.849		359.951		213.272		235.431
Q7Z417	Q7Z417	NUFP2_HUMAN	NUFIP2	Nuclear fragile X mental retardation-interacting protein 2	370.399	357.063	432.995	314.933	105.837	565.354	444.258	259.767	325.628	843.313	448.081	420.438		525.848	245.686	439.04	51.8185	500.068	168.866	254.107	340.771	452.897		212.447	564.2	506.268	423.57	284.905	178.318	415.048	290.766	432.444		350.693		415.423
Q7Z460	Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	159.492		89.0123	137.645			253.65	219.681	196.642						273.156				88.6998			159.893		215.631						133.824		224.365				
Q7Z4W1	Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	208.833	197.495		130.935	263.155	400.965	254.489		417.956	551.192	404.48	322.752	421.233	555.405	284.556	532.367	578.756	848.131	163.102	254.882	554.945	285.519	464.397		346.402	280.711	300.321	346.158	276.798	300.731		193.023	209.163	219.446	398.322	286.482
Q7Z6K1	Q7Z6K1	THAP5_HUMAN	THAP5	THAP domain-containing protein 5	18000.2	39582.8	28063	18011.2	15323.9	20893.3	21040.9	24512.5	11229.3	30858.1	31595.6	39974.8	40268.4	34341.7	13307.8	25795.9	31046.6	34499.8	19542.8	30927.2	23617.9	30648.1	23012.6	27584.3	27517.1	21844.2	28151	26899.6	23040.3	19055.6	20834.4	12003.8	24557.6	17038.8	13510.3	13200.2
Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	352.071		351.752	332.583	355.864	441.237	357.978	466.545	340.65	344.638	454.733		349.035		433.769	42.61	760.857	330.646	479.255	603.95	431.696	395.113		596.509	256.692	354.909	259.594	388.291		337.663	465.027	498.924		402.169		534.316
Q7Z794	Q7Z794;CONT|Q7Z794|K2C1B_HUMAN	K2C1B_HUMAN	KRT77	"Keratin, type II cytoskeletal 1b"	560.24	1398.93	754.838	522.111	661.514	775.798	530.109	739.565	289.094	4749.5	4079.03	1530.94	1627.29	2744.32	446.595	799.499	1382.8	1354.47	1315.05	855.199	819.234	1088.75	817.495	989.36	1132.48	728.288	894.74	1107.13	1062.01	801.098	855.741	645.936	784.521	944.531	548.649	898.538
Q7Z7H5	Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	407.553	483.34	435.617	231.522	257.661	509.092	504.835	256.69	334.224	377.794		268.262			409.783	794.954	392.574		263.314	282.371	254.222	342.235	272.06	622.276	183.088	499.677	241.716		369.526	593.188	457.369	401.406		486.661	424.813	347.253
Q86SE5	Q86SE5	RALYL_HUMAN	RALYL	RNA-binding Raly-like protein		871.919		907.587	925.874	1076.79	1150.21	1374.94		891.49	1033.76	953.648		898.497	721.339	975.843	803.652	1102.88	931.696	870.024	823.456	761.381	1084.34	635.192	1268.95	515.092	775.006		692.356	613.318	724.419	750.162	1366.17			773.074
Q86U28	Q86U28	ISCA2_HUMAN	ISCA2	"Iron-sulfur cluster assembly 2 homolog, mitochondrial"							123.893		138.453			254.839							135.712										84.1778			123.039	152.474			
Q86U42	Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	807.638	682.314	777.606	727.896	901.25	734.723	1005.28	520.054	824.161	713.47	793.498	648.19	544.133	1035.24	788.454	868.025	690.481	349.088	839.429	557.892	880.203	500.059	1109.61	555.073	628.306	282.74	649.83	1060.41	646.278	682.14	359.217	824.138	415.069	624.846	313.587	324.472
Q86UE4	Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	326.605	552.221		574.371	836.616	431.693	377.607	585.351	566.653	429.367	487.15	513.357	389.179		515.967	473.044	581.989		520.216	649.582	399.036	593.952	454.562	515.929	391.853	616.233	181.298	351.842	479.473	518.419	582.369	585.588	456.44	394.685	536.482	382.086
Q86UP2	Q86UP2	KTN1_HUMAN	KTN1	Kinectin	303.549	516.703	668.484	542.114	573.251	456.719	739.353	799.346	513.273	878.41	983.04	499.773	508.83	548.044	551.732	900.166	811.199	666.066	633.969	872.77	620.124	710.218	716.867	740.12	652.834	656.925	641.002	586.406	630.483	435.814	458.403	477.866	627.146	555.865	1043.28	557.613
Q86UU1	Q86UU1	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1					190.599	387.165																				178.154						280.585		145.812		
Q86V21	Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	148.877	807.838				199.599	181.421	278.671			128.811				126.554			334.271			162.641						258.163					60.1633				228.269
Q86V48	Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1			165.591				205.478		243.723						182.584		268.389	613.706	242.795		402.827						209.196					141.9		260.728		237.534
Q86V81	Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	1030.68	1115.16	856.945	1291.09	1186.75	1092.79	1107.86	978.33	1065.73	969.01	1631.98	1686.35	709.769	1159.02	949.224	663.846	1323.44	1437.46	1379.22	1240.8	1200	1024.29	247.404	927.97	807.8	585.021	1174.4	1272.53	791.894	944.468	857.41	1019.99	870.799	810.091	459.319	866.82
Q86VN1	Q86VN1	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36	170.94			223.039	198.303	183.56	93.54		109.855		301.151			319.622	66.8782				161.709	166.993	157.417				323.852	30.0004	213.112		184.121	153.754	183.007	217.03		218.753		115.317
Q86VP6	Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	1069.33	822.753	1059.3	1099.33	1018.6	1019.7	1239.05	1068.27	713.382	1008.57	1479.13	896.93	730.532	1336.31	1132.74		936.914	494.306	1130.93	1232.8	1054.85	898.313		1010.16	1141.26	1077.86	564.514		752.859	1115.61	767.654	1057.06		965.506		828.902
Q86VS8	Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	97.0178		216.285		202.698		162.843	123.149	183.477					276.94			176.301			201.969	134.109			263.546	181.19	244.318			136.157	195.929		305.675		128.379		103.302
Q86W92	Q86W92;Q8ND30	LIPB1_HUMAN	PPFIBP1	Liprin-beta-1	225.649		41.955	190.936	257.016	163.039			293.357	140.748					228.13	375.913		213.488	227.13	243.053	466.056	185.891		195.262	372.627	246.071	335.031	159.643	110.859	181.814		62.6312				76.1904
Q86WA8	Q86WA8	LONP2_HUMAN	LONP2	"Lon protease homolog 2, peroxisomal"					200.202	160.766		370.59	132.493		240.674				162.804	73.9051							252.962	97.2013	171.917		239.48	220.033			239.248	241.025	289.692	183.974	133.745	
Q86X55	Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	366.817		106.059	599.59	516.735	290.236	311.948	365.5	272.987		226.797				510.065		348.261	465.574		407.128		391.242		699.189	527.045	549.821	323.993	265.91		296.839	214.404	497.026		363.189		
Q86XP3	Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	270.975	445.083	441.267	380.614	424.394	551.08	534.947	406.948	445.913	626.194	480.101	767.419		310.125	397.449		298.122	412.259	586.304	653.105	305.717	717.933		357.295	424.833	331.689	541.067	358.613	593.798	390.598	468.651	445.993		311.171		340.349
Q86YP4	Q86YP4;Q8WXI9	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	26.685			79.6248	148.683		97.8957		178.978			153.831			80.8845	190.467			211.907	146.056	183.308					73.7433				176.745						189.342
Q86YR5	Q86YR5	GPSM1_HUMAN	GPSM1	G-protein-signaling modulator 1	402.301		213.354	213.928	103.668	433.731			113.059		348.932		312.832								187.458			196.681		307.442	121.133			107.245						
Q86YZ3	Q86YZ3;CONT|Q86YZ3|HORN_HUMAN	HORN_HUMAN	HRNR	Hornerin	3492.75	4028.96	4595.92	2952.47	3337.49	3524.45	2906.37	4451.29	2657.45	5169.99	5506.26	7175.59	5684.29	7540.45	2148.05	5151.27	7406.59	4421.34	3807.16	5920.29	3409.89	4646.27	3227.8	4512.04	4433.58	3591.92	3107.65	4633.07	5528.41	3928.67	3321.34	1754.07	4589.96	4228.53	2452.91	2056.28
Q8IUD2	O15083;Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1	285.659				69.8542	329.009	187.118	166.883	163.889		150.752			358.063	147.835				234.084	266.323	149.808						144.703			226.817	133.555	411.812				194.481
Q8IUE6	Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	987.402	927.381	1372.85	1890.3	2464.06		2076.36	599.862	4436.53	1035.52	1433.99	687.581	933.822		549.05	2819.76	3318.17	1843.79	3427.25	2952.38	2783.28	2584.61	2036.55	1137.44	1398.64	563.883	2382.3	3369.66	3268.24	1625.79	1729.39	1711.37	1390.28	2661.5		
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3																					518.659															
Q8IVL6	Q8IVL6	P3H3_HUMAN	P3H3	Prolyl 3-hydroxylase 3	713.648			204.744	217.051		249.032	655.784	287.268		163.275	1019.3	698.091		739.099	248.841			493.996	361.675		258.253	135.998		299.977						351.63	258.36	489.397		393.853	549.293
Q8IVM0	Q8IVM0	CCD50_HUMAN	CCDC50	Coiled-coil domain-containing protein 50	139.085		492.245	196.766	75.7218	368.077			281.023	126.703	207.402	367.878			120.728						211.921	79.0845			221.528	255.325	226.365		161.288	346.851						224.2
Q8IW75	Q8IW75	SPA12_HUMAN	SERPINA12	Serpin A12	315.541	710.821		302.948	135.189	377.911	572.255	408.651	216.513	473.105	520.736	425.951		957.002	167.098	131.712			380.048	197.535	579.695		501.524	332.027	579.623	263.402		357.393		235.797	430.702		503.329	336.485	183.523	
Q8IWE2	Q8IWE2	NXP20_HUMAN	FAM114A1	Protein NOXP20	909.887	1090.13	1046.19	926.132	878.05	1001.76	525.278	615.448	1152.11	903.425	588.222	1082.65	1112.86	629.418	728.307		683.454	855.129	683.925	831.17	959.985	997.306		650.208	926.73	698.789	560.971	859.469	553.791	1308.57	817.703	597.379		265.875		566.528
Q8IWZ3	Q8IWZ3	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1						63.7416			89.7086																					170.453	153.163					
Q8IX12	Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	489.528		290.982	544.778	288.103	430.338	591.183	332.644	706.105	1315.49	728.341	302.535		1127.27	70.6299	70.8866	572.274		426.87	407.881	282.68		245.005		308.817	1046.43	284.801	2076.22	2091.21	441.491	1334.65	276.127		1866.18		1403.82
Q8IXI1	Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2	225.266		267.598	230.365	207.139	309.13	76.4601	352.84	131.517	301.123	234.083		433.168		262.543	143.47		463.672		40.5689	244.252	127.054		112.206			122.824	375.923	339.335	111.6	164.031	260.151	247.194	321.181	284.06	277.529
Q8IXM3	Q8IXM3	RM41_HUMAN	MRPL41	"39S ribosomal protein L41, mitochondrial"	282.449		236.852	295.774	223.813	364.456	354.983	156.135	283.177	417.599		590.252	227.73		315.952		420.522	279.533	216.646	289.984		338.049	606.019	390.749	357.931		372.994	199.363	124.831	119.429	149.552	215.617	575.127	288.362	284.817	594.053
Q8IYA6	Q8IYA6	CKP2L_HUMAN	CKAP2L	Cytoskeleton-associated protein 2-like			128.189	335.121	250.186			471.393	226.126		318.511						942.809	1285.67		873.61	86.5197		611.743			505.934	184.815									
Q8IYB3	Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1		208.066			264.317	240.181	97.7162		529.055	1122.97				1260.72							339.623					526.048		1524.67	1819.97	224.394	920.441			1653.52		869.594
Q8IYI6	Q8IYI6	EXOC8_HUMAN	EXOC8	Exocyst complex component 8	132.251	460.55	394.477	110.452	148.022		395.413	256.978	164.091	124.751		321.303			399.744					412.28	410.623					130.696										
Q8IYT4	Q8IYT4	KATL2_HUMAN	KATNAL2	Katanin p60 ATPase-containing subunit A-like 2																		4184.21	4179.36					5174.42		5161.59										
Q8IZ07	Q8IZ07	AN13A_HUMAN	ANKRD13A	Ankyrin repeat domain-containing protein 13A	343.161			200.77	183.538	114.969	208.481	188.707	86.018	192.399	233.01			152.157					197.995		40.8578			187.896	158.916	219.146	179.462		83.2678	242.379	144.266	155.038		82.2631		222.4
Q8IZ83	Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1		495.986	289.263	116.917	98.8688		133.259		220.978				283.364				210.893		207.304	91.7167	86.1684	227.201	113.372			154.024								144.421	57.7198	
