gene	GO_id	GO_term	definition	synonym	gene_product	annotation_extention	additional_terms
SYT1	GO:0017075	syntaxin-1 binding	Synaptotagmin-1	SVP65|SYT	protein	brain|cellular response to calcium ion	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|biological_process|cellular response to inorganic substance|cellular response to calcium ion|response to calcium ion|cellular response to metal ion|cellular response to stimulus|response to metal ion|response to chemical|response to inorganic substance|cellular process|cellular response to chemical stimulus|response to stimulus
GRIN1	GO:0007420	brain development	"Glutamate receptor ionotropic, NMDA 1"	NMDAR1	protein	NA	NA
AKT1	GO:0010628	positive regulation of gene expression	RAC-alpha serine/threonine-protein kinase	PKB|RAC	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
PEX13	GO:0021795	cerebral cortex cell migration	Peroxisomal membrane protein PEX13	NA	protein	NA	NA
BCR	GO:0007420	brain development	Breakpoint cluster region protein	BCR1|D22S11	protein	NA	NA
IGF1R	GO:0021549	cerebellum development	Insulin-like growth factor 1 receptor	NA	protein	NA	NA
IGF1R	GO:0021766	hippocampus development	Insulin-like growth factor 1 receptor	NA	protein	NA	NA
LPAR1	GO:0021549	cerebellum development	Lysophosphatidic acid receptor 1	EDG2|LPA1	protein	NA	NA
LPAR1	GO:0022038	corpus callosum development	Lysophosphatidic acid receptor 1	EDG2|LPA1	protein	NA	NA
DMD	GO:0035633	maintenance of blood-brain barrier	Dystrophin	NA	protein	NA	NA
PARK7	GO:0005515	protein binding	Parkinson disease protein 7	NA	protein	brain|respiratory chain complex IV	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|catalytic complex|biological entity|protein-containing material entity|cellular anatomical entity|cellular_component|anatomical structure|anatomical entity|material anatomical entity|membrane protein complex|connected anatomical structure|respiratory chain complex IV|anatomical entity|material anatomical entity|membrane|respiratory chain complex|protein-containing complex|cytochrome complex|respirasome
PARK7	GO:0019899	enzyme binding	Parkinson disease protein 7	NA	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
G6PD	GO:0021762	substantia nigra development	Glucose-6-phosphate 1-dehydrogenase	NA	protein	NA	NA
CLP1	GO:0021695	cerebellar cortex development	Polyribonucleotide 5'-hydroxyl-kinase Clp1	HEAB	protein	NA	NA
CLP1	GO:0021695	cerebellar cortex development	Polyribonucleotide 5'-hydroxyl-kinase Clp1	HEAB	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005515	protein binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0008184	glycogen phosphorylase activity	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0102250	linear malto-oligosaccharide phosphorylase activity	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0102499	SHG alpha-glucan phosphorylase activity	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0102499	SHG alpha-glucan phosphorylase activity	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005980	glycogen catabolic process	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005576	extracellular region	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005737	cytoplasm	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0016020	membrane	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0035578	azurophil granule lumen	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0070062	extracellular exosome	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0030170	pyridoxal phosphate binding	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005980	glycogen catabolic process	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0005737	cytoplasm	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
PYGB	GO:0008184	glycogen phosphorylase activity	"Glycogen phosphorylase, brain form"	NA	protein	NA	NA
SYNE2	GO:0021817	nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration	Nesprin-2	KIAA1011|NUA	protein	NA	NA
HERC1	GO:0021702	cerebellar Purkinje cell differentiation	Probable E3 ubiquitin-protein ligase HERC1	NA	protein	NA	NA
HERC1	GO:0022038	corpus callosum development	Probable E3 ubiquitin-protein ligase HERC1	NA	protein	NA	NA
COQ8B	GO:0021692	cerebellar Purkinje cell layer morphogenesis	"Atypical kinase COQ8B, mitochondrial"	ADCK4	protein	NA	NA
BASP1	GO:0008180	COP9 signalosome	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0000976	transcription cis-regulatory region binding	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0003714	transcription corepressor activity	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005515	protein binding	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005516	calmodulin binding	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0019904	protein domain specific binding	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0007356	thorax and anterior abdomen determination	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0008406	gonad development	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0021762	substantia nigra development	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0045892	negative regulation of DNA-templated transcription	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0045892	negative regulation of DNA-templated transcription	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0051260	protein homooligomerization	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0060231	mesenchymal to epithelial transition	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0060421	positive regulation of heart growth	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0060539	diaphragm development	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0072075	metanephric mesenchyme development	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0072112	podocyte differentiation	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0072112	podocyte differentiation	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0097435	supramolecular fiber organization	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:2001076	positive regulation of metanephric ureteric bud development	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005634	nucleus	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005737	cytoplasm	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005856	cytoskeleton	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005886	plasma membrane	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0016363	nuclear matrix	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0016605	PML body	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0016607	nuclear speck	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0030054	cell junction	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0030426	growth cone	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0031982	vesicle	Brain acid soluble protein 1	NAP22	protein	epithelial cell of tracheobronchial tree	epithelial cell|cell|subdivision of tube|protein-containing material entity|anatomical conduit|anatomical entity|proximo-distal subdivision of respiratory tract|material anatomical entity|tissue|endoderm-derived structure|connected anatomical structure|anatomical entity|compound organ|respiratory airway|respiratory system|epithelial cell of lower respiratory tract|endo-epithelial cell|multicellular anatomical structure|biological entity|organ part|respiratory tract|epithelium|organ|tracheobronchial tree|anatomical structure|multicellular organism|anatomical system|lower respiratory tract|tube|material anatomical entity|epithelial cell of tracheobronchial tree|respiratory epithelial cell
BASP1	GO:0070062	extracellular exosome	Brain acid soluble protein 1	NAP22	protein	urine	material anatomical entity|multicellular organism|connected anatomical structure|multicellular anatomical structure|organism substance|biological entity|anatomical entity|material anatomical entity|excreta|urine|anatomical entity|anatomical structure
BASP1	GO:0070062	extracellular exosome	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0000785	chromatin	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0000976	transcription cis-regulatory region binding	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0003714	transcription corepressor activity	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005634	nucleus	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0045892	negative regulation of DNA-templated transcription	Brain acid soluble protein 1	NAP22	protein	NA	NA
BASP1	GO:0005737	cytoplasm	Brain acid soluble protein 1	NAP22	protein	NA	NA
NCOR2	GO:0021549	cerebellum development	Nuclear receptor corepressor 2	CTG26	protein	NA	NA
LRP1	GO:0005515	protein binding	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	amyloid-beta polypeptide 40|cellular response to amyloid-beta|brain endothelium	nitrogen molecular entity|macromolecule|organic amino compound|chemical entity|organic molecular entity|primary amide|p-block molecular entity|organooxygen compound|pnictogen molecular entity|main group molecular entity|chalcogen molecular entity|amide|organonitrogen compound|polypeptide|oxygen molecular entity|amyloid-beta polypeptide 40|heteroorganic entity|carbon group molecular entity|polyatomic entity|organochalcogen compound|amyloid-beta|carboxamide|molecular entity|peptide|biological_process|response to organic substance|cellular response to amyloid-beta|response to chemical|response to amyloid-beta|cellular response to nitrogen compound|response to nitrogen compound|cellular response to oxygen-containing compound|response to oxygen-containing compound|cellular process|cellular response to organic substance|cellular response to endogenous stimulus|response to endogenous stimulus|cellular response to stimulus|cellular response to organonitrogen compound|response to organonitrogen compound|cellular response to chemical stimulus|response to stimulus|protein-containing material entity|unilaminar epithelium|anatomical entity|material anatomical entity|endothelium|tissue|squamous epithelium|connected anatomical structure|anatomical entity|meso-epithelium|brain|ecto-epithelium|multicellular anatomical structure|biological entity|organ system subdivision|epithelium|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|material anatomical entity|simple squamous epithelium|brain endothelium
LRP1	GO:0032050	clathrin heavy chain binding	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	amyloid-beta polypeptide 40|cellular response to amyloid-beta|brain endothelium	nitrogen molecular entity|macromolecule|organic amino compound|chemical entity|organic molecular entity|primary amide|p-block molecular entity|organooxygen compound|pnictogen molecular entity|main group molecular entity|chalcogen molecular entity|amide|organonitrogen compound|polypeptide|oxygen molecular entity|amyloid-beta polypeptide 40|heteroorganic entity|carbon group molecular entity|polyatomic entity|organochalcogen compound|amyloid-beta|carboxamide|molecular entity|peptide|biological_process|response to organic substance|cellular response to amyloid-beta|response to chemical|response to amyloid-beta|cellular response to nitrogen compound|response to nitrogen compound|cellular response to oxygen-containing compound|response to oxygen-containing compound|cellular process|cellular response to organic substance|cellular response to endogenous stimulus|response to endogenous stimulus|cellular response to stimulus|cellular response to organonitrogen compound|response to organonitrogen compound|cellular response to chemical stimulus|response to stimulus|protein-containing material entity|unilaminar epithelium|anatomical entity|material anatomical entity|endothelium|tissue|squamous epithelium|connected anatomical structure|anatomical entity|meso-epithelium|brain|ecto-epithelium|multicellular anatomical structure|biological entity|organ system subdivision|epithelium|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|material anatomical entity|simple squamous epithelium|brain endothelium
LRP1	GO:0038024	cargo receptor activity	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process|smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process	perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process|perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process
LRP1	GO:0002265	astrocyte activation involved in immune response	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	cellular response to amyloid-beta|smooth muscle cell of the brain vasculature	biological_process|response to organic substance|cellular response to amyloid-beta|response to chemical|response to amyloid-beta|cellular response to nitrogen compound|response to nitrogen compound|cellular response to oxygen-containing compound|response to oxygen-containing compound|cellular process|cellular response to organic substance|cellular response to endogenous stimulus|response to endogenous stimulus|cellular response to stimulus|cellular response to organonitrogen compound|response to organonitrogen compound|cellular response to chemical stimulus|response to stimulus|perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell
LRP1	GO:0006898	receptor-mediated endocytosis	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process|smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process	perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process|perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process
LRP1	GO:0006898	receptor-mediated endocytosis	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	brain endothelium|basolateral plasma membrane|amyloid-beta clearance by transcytosis	protein-containing material entity|unilaminar epithelium|anatomical entity|material anatomical entity|endothelium|tissue|squamous epithelium|connected anatomical structure|anatomical entity|meso-epithelium|brain|ecto-epithelium|multicellular anatomical structure|biological entity|organ system subdivision|epithelium|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|material anatomical entity|simple squamous epithelium|brain endothelium|cell|biological entity|plasma membrane region|cellular anatomical entity|cellular_component|plasma membrane|anatomical entity|anatomical structure|material anatomical entity|basal plasma membrane|connected anatomical structure|basal part of cell|anatomical entity|material anatomical entity|membrane|basolateral plasma membrane|cell periphery|amyloid-beta clearance|biological_process|vesicle-mediated transport|localization|establishment of localization|transcytosis|amyloid-beta clearance by transcytosis|transport|cellular process|multicellular organismal process
LRP1	GO:0006909	phagocytosis	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process|smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process	perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process|perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process
LRP1	GO:0150094	amyloid-beta clearance by cellular catabolic process	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	smooth muscle cell of the brain vasculature|smooth muscle cell of the brain vasculature	perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell
LRP1	GO:0150104	transport across blood-brain barrier	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	NA	NA
LRP1	GO:0150104	transport across blood-brain barrier	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
LRP1	GO:0150104	transport across blood-brain barrier	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	NA	NA
LRP1	GO:0150104	transport across blood-brain barrier	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	NA	NA
LRP1	GO:1900223	positive regulation of amyloid-beta clearance	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
LRP1	GO:1904300	positive regulation of transcytosis	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
LRP1	GO:1904646	cellular response to amyloid-beta	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	smooth muscle cell of the brain vasculature	perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell
LRP1	GO:1905167	positive regulation of lysosomal protein catabolic process	Prolow-density lipoprotein receptor-related protein 1	A2MR|APR	protein	smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process|smooth muscle cell of the brain vasculature|amyloid-beta clearance by cellular catabolic process	perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process|perivascular cell|muscle cell|cell|visceral muscle tissue|contractile cell|protein-containing material entity|disconnected anatomical group|anatomical entity|material anatomical entity|tissue|circulatory system|connected anatomical structure|cardiovascular system|neural cell|anatomical entity|anatomical cluster|vascular associated smooth muscle cell|electrically active cell|brain|electrically responsive cell|multicellular anatomical structure|smooth muscle cell of the brain vasculature|smooth muscle cell|biological entity|organ system subdivision|vascular system|muscle tissue|musculature of body|mesoderm-derived structure|ectoderm-derived structure|organ|anatomical structure|multicellular organism|central nervous system|anatomical system|nervous system|vasculature|musculature|material anatomical entity|non-striated muscle cell|visceral muscle cell|amyloid-beta clearance|biological_process|catabolic process|amyloid-beta clearance by cellular catabolic process|metabolic process|cellular catabolic process|cellular metabolic process|cellular process|multicellular organismal process
