Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	LFQ.intensity.female_1	LFQ.intensity.female_3	LFQ.intensity.female_5	LFQ.intensity.female_7	LFQ.intensity.female_9	LFQ.intensity.female_11	LFQ.intensity.male_1	LFQ.intensity.male_3	LFQ.intensity.male_5	LFQ.intensity.male_7	LFQ.intensity.male_9	LFQ.intensity.male_11
Q9NTN3	Q9NTN3	S35D1_HUMAN	SLC35D1	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter		2120.21	3608.05	2313.3	2179.63	2388.6	2164.5	3653.77	2778.36	2444.4	2018.8	2194.57
Q9NTX5	Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	43670.6	52494.3	63521.8	65225.1	66435.8	64434.3	70166.4	76792.2	85657.6	79937.5	72832.1	78050.9
Q9NTX7	Q9NTX7	RN146_HUMAN	RNF146	E3 ubiquitin-protein ligase RNF146	9483.55	7182.1	7616.71	10123	8216.15	7842.6	10293.3	7884.17	7866.61	11224	12283.1	10536.1
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	48586.7	54222.5	55546.4	62183.8	58681.7	56967.7	57245.7	54238.3	53335	57099.8	54730.1	58145.6
Q9NU19	Q9NU19	TB22B_HUMAN	TBC1D22B	TBC1 domain family member 22B	4482.17	4984.92	3449.05	3476.56	5014.93	4858.38	3859.57	3817.16	4283.66	3479.76	5310.68	3852.32
Q9NU22	Q9NU22	MDN1_HUMAN	MDN1	Midasin	26057.9	29670.5	31925.8	26371.5	25947.9	30530.5	23738.4	30575.9	27394.1	24185.5	26349.5	24867.7
Q9NU23	Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	13104.7	13932.1	10975.6	11548.6	9652.32	11658.4	11569	19100	20529.3	14487.5	13478.8	11018.8
Q9NU53	Q9NU53	GINM1_HUMAN	GINM1	Glycoprotein integral membrane protein 1		1053.64	729.381	944.182		1223.44	1099.97	955.349	1532.69	1370.06	1387.43	1029.45
Q9NUD5	Q9NUD5	ZCHC3_HUMAN	ZCCHC3	Zinc finger CCHC domain-containing protein 3	4053.45	4732.23	4468.33	3906.72	3183.73	3633.93	3580.08	4053.71	3773.73	4687.5	3405.08	3876.8
Q9NUE0	Q9NUE0	ZDH18_HUMAN	ZDHHC18	Palmitoyltransferase ZDHHC18	6479.01	6086.3	5027.04	4792.99	4938.6	4012.75	5329.23	6419.17	8265.91	5712.17	5945.88	4308.32
Q9NUG6	Q9NUG6	PDRG1_HUMAN	PDRG1	p53 and DNA damage-regulated protein 1	22082.1	19398.5	21194.9	19839.2	19440.8	18697.1	17658.3	14255.7	14492.9	16991.3	12457.8	13753.5
Q9NUI1	Q9NUI1	DECR2_HUMAN	DECR2	"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]"	20023.2	20943.7	20588.5	15750.3	17247.3	20357.3	29991.8	33116.8	32494.2	33261.2	37327.2	31027.1
Q9NUJ1	Q9NUJ1	ABHDA_HUMAN	ABHD10	"Palmitoyl-protein thioesterase ABHD10, mitochondrial"	20200.9	20157.9	17110.6	16438.8	17473.8	20752.9	21044	20159.1	20099.1	20090.7	21781.8	22953.7
Q9NUJ3	Q9NUJ3	T11L1_HUMAN	TCP11L1	T-complex protein 11-like protein 1	9834.12	8493.5	8956.2	10224.5	8202.71	7163.85	8227.54	6964.61	8013.55	6770	7697.28	7553.66
Q9NUL3	Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	18414	19770.2	19977.6	21911.2	20786.5	20887.6	23626.1	21705.6	21768.5	22744.4	22974.8	24273.6
Q9NUL5	Q9NUL5	SHFL_HUMAN	SHFL	Shiftless antiviral inhibitor of ribosomal frameshifting protein	14011.4	13331	13303.8	14571.5	13012.6	13414.6	10771.2	10703.3	13471.5	13073.4	16043.1	17396.7
Q9NUL7	Q9NUL7	DDX28_HUMAN	DDX28	Probable ATP-dependent RNA helicase DDX28	11228.5	10721.4	11322	8668.21	9362.99	10233.3	10099.9	10286	10077	8881.1	10274.6	8660.83
Q9NUM3	Q9NUM3	S39A9_HUMAN	SLC39A9	Zinc transporter ZIP9	7406.48	11974.2	6447.53	7036.09	6813.75	8758.43	5160.4	4946.85	4309.58	5378.65	7825.02	5576.67
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B	28572	28383.2	20342.7	20331.7	20034.1	25263.9	20896.9	22378.8	22654.5	18865.7	26493.6	20706.2
Q9NUN5	Q9NUN5	LMBD1_HUMAN	LMBRD1	Lysosomal cobalamin transport escort protein LMBD1	7203.36	7042.19	5307.96	6313.57	6592.66	7566.72	8196.43	7134.76	6225.35	9260.86	9583.05	8070.73
Q9NUP1	Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	8270.7	8257.72	9167.69	10140.3	10986.8	8532.26	10635.5	8271.24	10229.1	9990.17	8935.61	11605.3
Q9NUP9	Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	53181.9	61593.5	66145.3	62815.2	58451.6	51305	59507.6	56331.2	63310.5	67247.7	59954.7	64598
Q9NUQ2	Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	33675.5	37991.7	38739	29735.1	37671.5	41802.8	27224.2	31727.3	27769.6	28634	32340	29942.1
Q9NUQ3	Q9NUQ3	TXLNG_HUMAN	TXLNG	Gamma-taxilin	12094.4	9985.95	8728.64	8857.95	8359.2	9175.13	7089.29	6923.19	6881.01	7326.19	8445.46	8168.3
Q9NUQ6	Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	57340.5	55166	53318.9	53383.5	53339.6	53766	41184.7	40314.7	39566.6	43943.5	43784.4	45189.2
Q9NUQ7	Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	18256.8	18639.5	16158.2	16153.7	14125.2	18045.6	17707.6	17238.3	15117	16005.5	19485	18692.2
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	33012.6	40570.9	34894.8	34173.2	34542.2	41019.6	31697.5	32102.4	29387.4	33681.5	35563.2	35010.1
Q9NUQ9	Q9NUQ9;Q9H0Q0	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	54392.9	56563.9	53096.2	59153.8	60376.9	51940.6	71195.7	60916.8	56764.7	61916.7	66311	75488.8
Q9NUS5	Q9NUS5	AP5S1_HUMAN	AP5S1	AP-5 complex subunit sigma-1	4872.83	6847.86	7709.42	9343.99	8557.85	8032.88	9079.55	7499.63	9037.38	10927.4	8186.26	9375.16
Q9NUT2	Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit	8026.78	9197.06	8229.38	8255.18	8922.68	8180.97	8576.77	9579.36	8290.09	8670.26	7300.06	7714.11
Q9NUU7	Q9NUU7;Q9UMR2	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	56728.8	75360.1	82015.5	88861.4	87015.5	84130.4	85550.3	78421.9	75611.3	86727.8	70203.8	73384.3
Q9NUV7	Q9NUV7	SPTC3_HUMAN	SPTLC3	Serine palmitoyltransferase 3	3168.61	3172.86	3168.01	2409.85	2761.13	4088.43				1234.96		
Q9NUW8	Q9NUW8	TYDP1_HUMAN	TDP1	Tyrosyl-DNA phosphodiesterase 1	7449.88	6154.57	6751.05	7937.3	6776.87	7695.78	8278.39	7550.13	7797.12	8508.61	9481.12	8361.04
Q9NUY8	Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	12786.4	13397.9	16024.7	15826.7	14860.5	15583.9	20098.6	16366.9	13593.8	15946.2	18975.8	17458.6
Q9NV06	Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13	9084	11159.1	10539.6	8361.59	9345.28	10715.3	8792.14	10856.1	9427.47	10136.5	9478.77	9345.1
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	34462.3	40760.3	41882.1	32194.6	37647.1	39278.3	27585.1	31765.1	33665.2	33510	40091.1	36412.6
Q9NV35	Q9NV35	NUD15_HUMAN	NUDT15	Nucleotide triphosphate diphosphatase NUDT15	2625.9	3523.21	4335.7	4462.91	4980.55	3118.47	4489.27	4194.5	4242.22	4146.36	3509.45	4263.38
Q9NV56	Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein	7688.74	5148.33	4259.38	5775.28	5977.46	5146.58	7171.54	4254.7	5667.09	6306.62	5377.09	5792.43
Q9NV66	Q9NV66	TYW1_HUMAN	TYW1	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1	7230.77	8484.54	6740.14	5183.84	5177.97	8358.32	4751.24	5373.01	6423.1	5800.12	6063.46	5877.38
Q9NV70	Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	36311.6	39768.4	43456.8	42591.4	43935.3	48920.3	47780.4	41417.5	48907.4	46882.8	47689.7	48660.3
Q9NV79	Q9NV79	PCMD2_HUMAN	PCMTD2	Protein-L-isoaspartate O-methyltransferase domain-containing protein 2	4600.35	6934.1	6520.96	9229.64	7452.9	7245.49	4384.4	5307.21	5695.28	6369.17	4933.33	4358.17
Q9NV88	Q9NV88	INT9_HUMAN	INTS9	Integrator complex subunit 9	8799.79	11359.1	11137	10089.8	10873.6	10671.7	9795.67	9709.5	9109.17	9536.15	10017.4	10095.5
Q9NV92	Q9NV92	NFIP2_HUMAN	NDFIP2	NEDD4 family-interacting protein 2			1673.92	3292.25	2307.85	927.784	1975.02	3499.37	2857.19	2022.43		1855.5
Q9NV96	Q3MIR4;Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	34332	29515	31782.1	32959.8	32749.1	29791.3	43785.9	40719.7	40986.4	47862	43382.2	41567.8
Q9NVA1	Q9NVA1	UQCC1_HUMAN	UQCC1	Ubiquinol-cytochrome-c reductase complex assembly factor 1	16257.4	16972.2	16323.9	13458.1	13684.4	17928.7	16415.7	23636.1	18423	17635	18208	18501.1
Q9NVA2	Q14141;Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	259494	266970	267079	289827	296258	272306	254497	238806	237979	242182	239210	246512
Q9NVA4	Q9NVA4	T184C_HUMAN	TMEM184C	Transmembrane protein 184C	22527.8	29516.8	32593.5	27628	29582.9	26934.1	30777.5	37495.6	29271.6	25996.7	36890.9	35314.4
Q9NVC3	Q9NVC3	S38A7_HUMAN	SLC38A7	Putative sodium-coupled neutral amino acid transporter 7	9178.75	9987.61	11728.9	9050.58	8604.9	9402.35	11443	13735	15694.6	14305.6	12271.5	11573.6
Q9NVC6	Q9NVC6	MED17_HUMAN	MED17	Mediator of RNA polymerase II transcription subunit 17	4847.67	4989.27	4137.88	5352.33	4476.58	4534.36	3773.48	3921.07	3965.28	3895.46	3992.37	3768.92
Q9NVD7	Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	105691	123285	134670	138322	136943	133316	134252	136700	127092	132854	132433	136661
Q9NVE5	Q9NVE5	UBP40_HUMAN	USP40	Ubiquitin carboxyl-terminal hydrolase 40	8765.42	10115.9	8875.39	8967.21	8217.47	9354.85	8018.19	8655.67	8878.2	9911.94	7987.73	8243.63
Q9NVE7	Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	14779.8	16543.4	15638.4	16104.6	15247.9	17415	18635.7	17085.2	16956.1	17914.3	19387.2	18534.9
Q9NVF7	Q9NVF7	FBX28_HUMAN	FBXO28	F-box only protein 28	7341.46	3602.99	5503.24	6605.84	5684.12	6410.01	7804.46	5332.49	6165.77	5656.74	4801.97	6491.78
Q9NVG8	Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	19643.3	23416.5	24123.6	26576	22819	19909.3	29742.3	21928.7	25330.8	28272.7	21713.1	28960.1
Q9NVH0	Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	17961.7	20475.3	20111.9	16276.4	16504.6	19192.4	19408	23616.6	24133.9	19324.6	21457.7	20661.2
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	36490.3	41606.3	39602.2	31971.2	36248	41456.2	36899.6	41967.5	36899.8	40785.1	40790.5	42749.4
Q9NVH2	Q9NVH2	INT7_HUMAN	INTS7	Integrator complex subunit 7	8229.82	7754.79	8954.72	7838.88	7193.2	8320.84	7565.41	9545.48	7819.64	7220.89	8579.68	7392.93
Q9NVH6	Q9NVH6	TMLH_HUMAN	TMLHE	"Trimethyllysine dioxygenase, mitochondrial"	20284.4	25782.8	28446.6	24726.5	23762.5	23095	41743.1	41857.2	42797.5	41349.1	39160.5	42395.5
Q9NVI1	Q9NVI1	FANCI_HUMAN	FANCI	Fanconi anemia group I protein	4593.27	4701.11	4253.18	4705.46	4259.9	4116.92	6658.76	8162.68	8215.48	6660.72	9167.4	7702.46
Q9NVI7	Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	164993	180426	172542	140360	155996	176334	152315	191309	174592	148354	169865	158271
Q9NVJ2	Q9NVJ2;Q96BM9	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	25828.8	27666.8	31217.7	28099.7	32199.3	30840	36366.1	28877	27157.4	34744.5	27863.6	34770.3
Q9NVK5	Q9NVK5	FGOP2_HUMAN	FGFR1OP2	FGFR1 oncogene partner 2	5867.91	6833.35	6678.34	6622.96	6845.93	6269.33	4542.62	4454.47	5537.35	4819.29	7862.6	6269.43
Q9NVM1	Q9NVM1	EVA1B_HUMAN	EVA1B	Protein eva-1 homolog B	5611.19	4747.31	4417.36	4850.32	5736.76	5442.52	3969.73	3499.6	3953.6	3105.35	3645.04	4623.24
Q9NVM4	Q9NVM4	ANM7_HUMAN	PRMT7	Protein arginine N-methyltransferase 7	5757.68	7366.86	6594.39	7034.66	6689.42	6491.72	6570.65	6294.97	6036.75	6848.65	7007.66	6602.17
Q9NVM6	Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17	16415.1	19265.5	23336.4	25537.3	24959.6	18365.2	21503.9	18198.5	16771.5	19427.7	18332.4	18041.2
Q9NVM9	Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	8066.76	8878.68	12306.2	11852.2	10983.6	10117.7	11008.9	11423.8	11130.4	10900	9121.87	10469.9
Q9NVN3	Q9NVN3	RIC8B_HUMAN	RIC8B	Synembryn-B		2574.95	3458.79	3609.09	2682.46	1965.87	3597.47	3455.63	3492.75	3445.55	2662.82	3816.57
Q9NVN8	Q9NVN8	GNL3L_HUMAN	GNL3L	Guanine nucleotide-binding protein-like 3-like protein	3898.64	4943.89	5272.07	5579.14	6441.53	5597.41	4951.46	4261.02	6392.2	5659.18	5919.84	6029.29
Q9NVP1	Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	34646.2	39143.6	50056.2	40192.3	43534.5	41516.4	39246.6	53785.8	49984.2	43766.2	35725.5	42130.4
Q9NVP2	Q9NVP2	ASF1B_HUMAN	ASF1B	Histone chaperone ASF1B		3438.02	2491.86		2460.42		3399	1964.46	1909.6	2071.02	2919.84	3603.37
Q9NVQ4	Q9NVQ4	FAIM1_HUMAN	FAIM	Fas apoptotic inhibitory molecule 1		2448.41	3331.17	3501.09	3523.67	2558.89	4591.71	2309.43	2946	5078.02	2230.44	4148.57
Q9NVR0	Q9NVR0	KLH11_HUMAN	KLHL11	Kelch-like protein 11	5876.67	2771.2	4909.72	4090.18	5007.3	3780	4406.79	3391.35	4136.75	4043.52	3130.12	4344.32
Q9NVR2	Q9NVR2	INT10_HUMAN	INTS10	Integrator complex subunit 10	8864.06	10684.6	12276.2	10356.7	10261.2	11944.3	9232.05	11691.8	12659.5	11109.2	9972.61	10208.9
Q9NVR5	Q9NVR5	KTU_HUMAN	DNAAF2	Protein kintoun	1746.06	2191.18	1599.83	3580.73	3131.3	2622.72	4259.4	1663.07		2438.87		2942.49
Q9NVS2	Q9NVS2	RT18A_HUMAN	MRPS18A	"39S ribosomal protein S18a, mitochondrial"	36049.6	46104.4	56931.5	47133.6	56100.4	53067.9	54277.1	72600.1	67942.2	59402.5	50354.8	57373.7
Q9NVS9	Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	42348.1	41112	45309	42756.1	43196.1	38768.2	36771.9	35575.5	39746.6	38580.7	33187.1	36012.9
Q9NVT9	Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	25697	20636.8	20825.5	19930.3	18727.7	24212.1	19188.4	17437.7	17481.4	19502.3	23555.5	20648.1
Q9NVU0	Q9NVU0	RPC5_HUMAN	POLR3E	DNA-directed RNA polymerase III subunit RPC5	5233.51	5668.72	5046.02	4391.21	4960.19	5282.99	5107.14	5113.2	4955.1	4960.3	5802.21	4777.04
Q9NVU7	Q9NVU7	SDA1_HUMAN	SDAD1	Protein SDA1 homolog	15594	17112.9	18090.9	17393	17289.8	17254.9	17058.8	18250.3	17102.8	16742.5	17541.9	15893.3
Q9NVV4	Q9NVV4	PAPD1_HUMAN	MTPAP	"Poly(A) RNA polymerase, mitochondrial"	7960.05	9677.04	9765.4	8292.3	8643.78	10150.7	9392.55	13151	12828.1	9138.37	9982.54	10107.7
Q9NVW2	Q9NVW2	RNF12_HUMAN	RLIM	E3 ubiquitin-protein ligase RLIM	1458.42	1473.59	1212.01	1097.21	1553.63	1199.66	2491.02	1221.96	1606.67	1298.01	1538.86	1707.76
Q9NVX0	Q9NVX0	HAUS2_HUMAN	HAUS2	HAUS augmin-like complex subunit 2	5721.71	4205.44	5753.84	6011.54	5994.67	4222.1	5285.26	4760.33	5043.92	5950.11	6202.56	6096.41
Q9NVX2	Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	8098.84	9980.71	8601.85	8395.91	8005.37	9486.44	7614.87	9610	9425.78	8780.73	8489.98	8147.84
Q9NVX7	Q9NVX7	KBTB4_HUMAN	KBTBD4	Kelch repeat and BTB domain-containing protein 4	3689.58	3361.98	3565.64	3463.87	3453.19	4552.29	2253.53				3971.38	3548.97
Q9NVZ3	Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	30485.8	32725.3	44106.1	47081.2	45151.3	40998.3	48786	48434	48726.4	49375.1	41416.5	48799.2
Q9NW07	Q9NW07	ZN358_HUMAN	ZNF358	Zinc finger protein 358	4912.35	2748.83	3853.13	3692.8	4727.89	3556.83	4603.63	4281.95	4295.82	4639.11	4232.95	3450.58
Q9NW08	Q9NW08	RPC2_HUMAN	POLR3B	DNA-directed RNA polymerase III subunit RPC2	2875.29	3916.51	4616.85	4510.09	4867.44	5421.78	4914.6	4734.86	4732.05	5281.33	4456.62	4967.17
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	18455.7	18242.9	18864.2	15811.1	16687.2	19205.2	14904.4	16464.3	15645.8	13700.7	16635.3	15472.8
Q9NW15	Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10	33430.6	44618.6	48103.6	34176	44292.7	45829.2	42524.8	57756.4	58901.2	47631.9	50329.3	48816.5
Q9NW61	Q9NW61	PKHJ1_HUMAN	PLEKHJ1	Pleckstrin homology domain-containing family J member 1	4357.37	4019	3521.69	4510.21	4593.34	3230.37	4657.39	5341.51	4472.01	5069.53	4561.56	4679.06
Q9NW64	Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	14962.2	18054.7	24851.5	24743.6	21262.4	17091.5	20410.3	23498.9	21442.4	20661.9	17277.8	23908.2
Q9NW68	Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1	15397.6	18176.7	21357.1	24165.1	19260.9	16035	24827.5	20621.2	21929.6	28258.5	17942.1	25474.8
Q9NW75	Q9NW75	GPTC2_HUMAN	GPATCH2	G patch domain-containing protein 2	7171.75	3733.78	3857.37	5382.51	3979.41	3851.51	4686.25	3554.31	6777.36	7372.42	5931.73	5871.55
Q9NW81	Q9NW81	DMAC2_HUMAN	DMAC2	Distal membrane-arm assembly complex protein 2	11138.2	10258.7	9637.1	13758	10510.8	10430.3	16095.5	13888.1	14435.7	16073.5	18408.8	16001.6
Q9NW82	Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	8098.3	7673.87	8863.6	8244.78	9033.68	7692.28	8111.64	7086.85	7420.13	8592.05	7804.32	8099.8
Q9NWA0	Q9NWA0	MED9_HUMAN	MED9	Mediator of RNA polymerase II transcription subunit 9	5040.42	4434.96	4284.67	4878.94	4511.42	3272.77	6948.98	2823.29	3337.53	4916.57	4937.12	5143.82
Q9NWB6	Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	29452.7	45607.8	41836.6	42386.9	40601.2	39249.5	33432.4	37020.5	38909.8	33557.7	33332.3	37477.7
Q9NWB7	Q9NWB7	IFT57_HUMAN	IFT57	Intraflagellar transport protein 57 homolog	4538.93	4667.08	5340.79	5358.06	7197.79	5570.7	6101.69	4665.67	4624.99	5517.01	4647.61	5910.14
Q9NWD8	Q9NWD8	TM248_HUMAN	TMEM248	Transmembrane protein 248			3206.43	2358.72	2821.27		2747.85	1738.05	2531.77	2157.58		2595.94
Q9NWF9	Q9NWF9	RN216_HUMAN	RNF216	E3 ubiquitin-protein ligase RNF216	140477	123079	113190	119053	121438	122788	111820	94985.7	116399	106152	123733	116164
Q9NWH2	Q9NWH2	TM242_HUMAN	TMEM242	Transmembrane protein 242		1099.67	1769.98	1580.49	1593.6		2988.1	1459.01	1646.1	1120.57	926.312	1220.85
Q9NWH9	Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	28383.3	27353	27418	23886.9	25055.7	24995.7	23078.8	29576.7	28740.6	24124.6	26430.2	24905.8
Q9NWK9	Q9NWK9	BCD1_HUMAN	ZNHIT6	Box C/D snoRNA protein 1	6506.84	6926.11	6374.9	6813.58	6320.69	7295.09	6059.79	5654.31	6722.03	6107.69	6203.96	5630.53
Q9NWM3	Q9NWM3	CUED1_HUMAN	CUEDC1	CUE domain-containing protein 1	19387.4	16504.6	14034.9	15605.3	16500.4	14089.5	18409.9	15979.8	20710.3	18800.8	20019.1	20312.6
Q9NWM8	Q9NWM8	FKB14_HUMAN	FKBP14	Peptidyl-prolyl cis-trans isomerase FKBP14	28366.6	30009.4	31546	39552.1	35079.8	28034.8	37695.6	29704	32762.1	37996.6	29586	37218.4
Q9NWQ4	Q9NWQ4	GPT2L_HUMAN	GPATCH2L	G patch domain-containing protein 2-like	8768.02	9436.16	7724.55	7158.96	6175.54	8704.68	5850.63	6077.76	5175.19	4825.77	7600.9	4786.74
Q9NWQ8	Q9NWQ8	PHAG1_HUMAN	PAG1	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	6701.07	5918.61	6149.53	6673.78	5043.62	5134.19	8326.04	8616.46	8856.34	8464.01	9076.69	7539.52
Q9NWQ9	Q9NWQ9	CN119_HUMAN	C14orf119	Uncharacterized protein C14orf119	9407.34	7794.42	8859.02	12534.2	12357.6	7843.64	10422.8	9660.37	10659.1	10879.1	7540.37	10861.2
Q9NWR8	Q9NWR8	MCUB_HUMAN	MCUB	"Calcium uniporter regulatory subunit MCUb, mitochondrial"	15389.8	14870.2	16807.5	12383.2	14028.7	15026.1	12585.2	16809	13450.4	12045.2	13994	14793.7
Q9NWS0	Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	13415.1	12390.5	13860.1	15616.8	15742.5	12412.2	13064.3	16172.9	15774.8	17121	11434.5	11643.1
Q9NWS6	Q9NWS6	F118A_HUMAN	FAM118A	Protein FAM118A	4912.31	5302.28	5471.67	4267.92	4445.43	5472.12	4350.66	4770.84	4627.5	3918.37	4579.17	4012.74
Q9NWS8	Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	27508.8	34316.6	34155.5	29634.6	28441	31251.2	35037.5	40121.3	40283.2	31837	34653.3	33871.1
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	10021.1	7060.23	6507.5	4946.21	5664.71	5848.78	5374.99	4725.96	4234.1	4378.06	5167.9	3756.84
Q9NWT6	Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	17585.1	17759.9	23671.7	24890.4	24622.8	21525.7	24219.5	19019.3	21570.7	19890.4	21183.7	21870.1
Q9NWT8	Q9NWT8	AKIP_HUMAN	AURKAIP1	Aurora kinase A-interacting protein	8320.44	8778.28	12419.3	10239.6	11971.3	11211.6	11461.9	13156	13408.3	10526.4	8164.79	9932.26
Q9NWU1	Q9NWU1	OXSM_HUMAN	OXSM	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	6305.06	8446.24	8294.1	6637.02	7362.06	7643.56	8623.82	8125.18	9926.87	7544.85	8730.66	7618.98
Q9NWU2	Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	7864.45	4557.96	8142.33	10418.6	10432.4	5535.71	10243.4	6416.97	6892.12	10711.9	5366.31	10270.7
Q9NWU5	Q9NWU5	RM22_HUMAN	MRPL22	"39S ribosomal protein L22, mitochondrial"	40614.2	52416.9	51202.8	43045.3	39949	49136.4	50232.2	62049.8	53669.1	62887.2	48373.2	48489.7
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	45926.5	51335.1	47894.7	58366.8	66169.7	56673.3	50574.6	46952.4	34318.5	45684.1	48290.3	46579.2
Q9NWV8	Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	26743.6	27383.3	33998.9	40714.1	38092.6	34984.5	37913.1	29717.6	38496.4	38282.2	31115.5	36787.6
Q9NWW5	Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	6551.9	6649.13	6713.45	5177.75	5259.97	5819.18	4822.91	9172.24	6903.83	5762.36	6013.06	6762.39
Q9NWW6	Q9NWW6	NRK1_HUMAN	NMRK1	Nicotinamide riboside kinase 1			1149.94	1690.85	635.633		2434.04		1118.89	2770.92		
Q9NWX5	Q9NWX5	ASB6_HUMAN	ASB6	Ankyrin repeat and SOCS box protein 6	15670.1	15819.5	14735.7	17703.7	14560	12631.1	15281.7	15554.1	18915.3	20548.1	16724.7	19729.1
Q9NWX6	Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	6509.69	8299.44	6806.23	7483.16	6744.82	5906.9	5917.29	6142.62	4970.73	6353.27	6553.1	6230.37
Q9NWY4	Q9NWY4;A8MVJ9	HPF1_HUMAN	HPF1	Histone PARylation factor 1	28409.9	30721.8	33152.4	29440.6	35302.9	34387.5	31916.4	31372.1	31839.2	25797.5	33795.8	34159.8
Q9NWZ3	Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	6696.23	4665.55	3873.65	4917.47	5198	4337.34	5106.82	4844.07	4201.05	4505.11	4910.74	2953.96
Q9NWZ5	Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	8933.12	8601.07	9176.97	9575.75	9453	8269.3	8813.55	9461.92	8059.63	8466.9	7582.62	8740.84
