Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
Q99536	Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	4736.83		5672.37	1158.89	2609.96	8883.86	8081.65	3756.79	1253.89	3795.23		6766.21						
Q99567	Q99567	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88							292.6		400.21			320.574						
Q99584	Q99584	S10AD_HUMAN	S100A13	Protein S100-A13							858.741					676.086						
Q99614	Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1												417.548						
Q99615	Q99615	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7							669.277					388.382						
Q99623	Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	9231.5	6397.09	9606.4	8658.48	3379.55	8391.73	5787.98	8152.87	12396.3	9087.03	8647.55	4810.26						
Q99661	Q99661	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C												439.329						
Q99714	Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2		2936.98	3052.14	2777.16	838.932	4174.83	1640.23	2536.03	3439.6	4480.56	2008.36	1883.21						
Q99729	Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	2377.68	3081.29	727.128	2231.12		2591.5	2832.35	2234.12	2421.61	1838.82	1652.64	2857.79						
Q99733	Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4			1079.64				1221.03					1259.24						
Q99735	Q99735	MGST2_HUMAN	MGST2	Microsomal glutathione S-transferase 2			3868.86	3457.84	10691.4		1746.28	3840.97	2454.95									
Q99798	Q99798	ACON_HUMAN	ACO2	Aconitate hydratase, mitochondrial		1463.42	667.463			1208.71	518.952	860.92	455.535		611.36	435.406						
Q99829	Q99829	CPNE1_HUMAN	CPNE1	Copine-1					1759.94	502.322	512.539					895.039						
Q99832	Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	427.198	1728.34	1701.51			1364.53	2613.19	891.577	803.637	1629.83		2406.62						
Q99848	Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2				951.772					1186.06	1596.38								
Q99873	Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	3593.54	1951.05	432.779		582.212	4172.19	3421.93	2075.08	1748.54	2234.09		2847.17						
Q99959	Q99959	PKP2_HUMAN	PKP2	Plakophilin-2									610.184									
Q99986	Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1							413.788					612.275						
Q9BPU6	Q9BPU6	DPYL5_HUMAN	DPYSL5	Dihydropyrimidinase-related protein 5	93023.2	47266.5	92858.5	48291.5	13805.5	36211.6	23257	43494.6	25585	64332.3								
Q9BPX3	Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3							2757.29											
Q9BQ39	Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	750.758		518.696				622.159	492.119										
Q9BQ61	Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase												776.235						
Q9BQA1	Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein 50					2146.34		371.284					385.78						
Q9BQG0	Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	1425.67	1586.4	1223.67	1682.38		1277.4	860.68	944.037	995.829	1698.49	1734.67	732.284						
Q9BRA2	Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	1951.38	862.873	2752.94			1659.97	2375.15	1003.91	331.318		2341.21	3748.03						
Q9BRP8	Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago												341.026						
Q9BRX5	Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3												451.47						
Q9BRX8	Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	1027.68	833.278	1525.8				558.631	367.565	452.38	548.733	870.5							
Q9BS26	Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44						661.864	572.692	918.946	861.656			147.309						
Q9BSD7	Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase			1425.18			654.234	443.241					711.564						
Q9BSF4	Q9BSF4	TIM29_HUMAN	TIMM29	Mitochondrial import inner membrane translocase subunit Tim29	516.067		659.483									310.204						
Q9BSH4	Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1			802.71			837.282	563.081	641.594	1034.98	653.317		678.57						
Q9BSJ8	Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1			1214.14	780.224			556.108	779.96	1255.48			452.941						
Q9BSV6	Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34						558.854	243.29											
Q9BT78	Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4							301.241					264.743						
Q9BTD8	Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42						432.78	541.23	675.718				127.186						
Q9BTT0	Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E							358.649	489.694				503.684						
Q9BTU6	Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha						491.11	551.894					664.193						
Q9BTW9	Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D							289.452					606.588						
Q9BUF5	Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain							425.695					599.481						
Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	1008.94					1966.56	912.133	1568.94	1089.5	1213.5		1005.07						
Q9BUL8	Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10							918.24					1007.18						
Q9BUN8	Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	661.86	1010.25	1239.94	965.036	476.268		484.592	717.573	945.572	789.053		570.794						
Q9BUP3	Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	606.507		1478.3	1629.61	665.601	1586.46	1282.73	1136.09	1310.25		957.411	898.482						
Q9BUQ8	Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	1626.05	1214.59	1603.09	487.327		2157.18	556.508	891.367	981.25		1462.77	594.652						
Q9BUR5	Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26				1283.36			295.279	443.498	790.965			308.655						
Q9BV38	Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18												369.361						
Q9BV44	Q9BV44	THUM3_HUMAN	THUMPD3	THUMP domain-containing protein 3												341.844						
Q9BVC6	Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109		2028.25			816.886	506.49	1622.89	1405.33	1225.33	2358.53		852.598						
Q9BVG4	Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1							730.89					474.014						
Q9BVJ6	Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A									579.276									
Q9BVK6	Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	1905.53	2752.24	3875.45	3153.28	2685.47	1082.69	2019.99	2403.71	1635.07	1413.95	2765.19	1223.42						
Q9BVP2	Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	1195.16	964.379		1665.06		955.586	397.784	490.631	693.345	863.617	1375.76	1226.73						
Q9BVV7	Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21												182.405						
Q9BW60	Q9BW60	ELOV1_HUMAN	ELOVL1	Elongation of very long chain fatty acids protein 1		1017.91				973.096												
Q9BWD1	Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic							507.147											
Q9BWM7	Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3		752.564	945.058				400.989	560.733	711.909									
Q9BX68	Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	4900.91	547.584	1314.82	2284.22	600.174	1702.3	872.917	1000.46	2035.32	1445.08	1957.53	868.166						
Q9BXJ9	Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit							342.328					612.43						
Q9BXP5	Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog						680.237	348.934	1210.84				1266.69						
Q9BXS5	Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1							327.446	692.492				511.499						
Q9BXW7	Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5								754.588	626.34									
Q9BXY0	Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog			667.486															
Q9BY32	Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase						657.148	1481.21					958.062						
Q9BY43	Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a							199.072											
Q9BY44	Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A							406.214	368.284				387.186						
Q9BY77	Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3							115.782					252.123						
Q9BYB0	Q9BYB0	SHAN3_HUMAN	SHANK3	SH3 and multiple ankyrin repeat domains protein 3				2337.77														
Q9BYD6	Q9BYD6	RM01_HUMAN	MRPL1	39S ribosomal protein L1, mitochondrial	610.28		600.762															
Q9BYG3	Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein		705.263	489.311	994.258		371.969	166.443					169.606						
Q9BYN0	Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1												772.73						
Q9BYT8	Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial							347.8					404.768						
Q9BYZ2	Q9BYZ2	LDH6B_HUMAN	LDHAL6B	L-lactate dehydrogenase A-like 6B												403.13						
Q9BZE1	Q9BZE1	RM37_HUMAN	MRPL37	39S ribosomal protein L37, mitochondrial				1402.73			499.119	919.75			907.924	324.347						
Q9BZE4	Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4				1165.65		775.365	581.518		544.532	1081.26		466.953						
Q9BZJ0	Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1						618.066												
Q9BZX2	Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2							212.569											
Q9BZZ5	Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5			1430.52			2288.31	853.811	798.493				1265.37						
Q9C075	Q9C075;CONT|Q9C075|K1C23_HUMAN	K1C23_HUMAN	KRT23	Keratin, type I cytoskeletal 23					19049.2													
Q9C0C2	Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein						710.34	470.12	332.812				627.929						
Q9GZL7	Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12		817.147								328.289		448.25						
Q9GZN8	Q9GZN8	CT027_HUMAN	C20orf27	UPF0687 protein C20orf27							296.613					322.059						
Q9GZP8	Q9GZP8	IMUP_HUMAN	IMUP	Immortalization up-regulated protein						747.763	2278.87					4151.3						
Q9GZR7	Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	1089.2						301.552	525.981				252.784						
Q9GZS1	Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49						890.394												
Q9GZS3	Q9GZS3	WDR61_HUMAN	WDR61	WD repeat-containing protein 61	794.968						431.253	722.377				346.6						
Q9GZT3	Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	4294.12	2167.56	3048.04	3802.64	991.879	3767.27	1587.85	1723.51	2294.54	3939.11	2366.25	1714.42						
Q9GZZ1	Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50							258.451					674.756						
Q9GZZ8	Q9GZZ8	LACRT_HUMAN	LACRT	Extracellular glycoprotein lacritin					211.153													
Q9H078	Q9H078	CLPB_HUMAN	CLPB	Caseinolytic peptidase B protein homolog								468.796										
Q9H089	Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog										1463.37		330.35						
Q9H098	Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B							329.576					651.46						
Q9H0A0	Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase		1019.23	1630.6	1084.67		1313.23	454.382	744.094	1310.6			483.248						
Q9H0D6	Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	963.65			553.053		1448.29	811.466	1489.41				1108.8						
Q9H0E2	Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein					10096.1		543.399	263.222				866.551						
Q9H0S4	Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	1400.75					805.829	477.494	690.053	522.487			375.984						
Q9H0U4	Q9H0U4;Q92928	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B		1588.25					881.748											
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1						2370.81	1810.43	1252.63				2348.8						
Q9H1K4;Q9H936	Q9H936;Q9H1K4	GHC1_HUMAN;GHC2_HUMAN	SLC25A18;SLC25A22	Mitochondrial glutamate carrier 2			834.645					541.141										
Q9H223	Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4							326.397					158.288						
Q9H299	Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3							826.589					788.34						
Q9H2K8	Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3							505.534					195.456						
Q9H2U2	Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial			1608.12	1209.54		1139.85	778.988	862.558	1449.56	1241.3		724.468						
Q9H2W6	Q9H2W6	RM46_HUMAN	MRPL46	39S ribosomal protein L46, mitochondrial				507.951			315.676		913.533		1155.22	288.718						
Q9H307	Q9H307	PININ_HUMAN	PNN	Pinin			1598.49	841.8			425.689	538.574	531.051		926.85	227.694						
Q9H3K6	Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2							2080.76					2527.25						
Q9H3N1	Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	1976.28	2098.15	2141.47	2185.78	1435.61	1513.41	1393.83	1802.34	1414.71	1700.46	2581.7	1462.17						
Q9H3P7	Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60							319.886											
Q9H3U1	Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A							473.563					644.457						
Q9H444	Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b							1660.29					913.927						
Q9H4A3	Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1							92.9197					285.981						
Q9H4A4	Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B						533.452	882.577					515.983						
Q9H4A5	Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like												440.447						
Q9H4G0	Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1						619.063	1499.25	606.908	713.388			704.966						
Q9H4M9	Q9H4M9;Q9NZN3	EHD1_HUMAN	EHD1	EH domain-containing protein 1			793.258				611.821					550.649						
Q9H553	Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	492.81		623.588				126.128	526.462	262.546			226.713						
Q9H5X1	Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A							459.247					444.034						
Q9H6R4	Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6								591.443				205.06						
Q9H6S3	Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2							369.026					702.054						
Q9H6T3	Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3							378.981											
Q9H6W3	Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1												296.171						
Q9H773	Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1							929.127					859.224						
Q9H792	Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1								1514.01										
Q9H7B2	Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	567.446					528.743	498.57		959.827									
Q9H7Z7	Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2		1830.79	750.481			630.064	594.688	763.741	791.297	919.664		493.735						
Q9H8H0	Q9H8H0	NOL11_HUMAN	NOL11	Nucleolar protein 11								395.49			459.642	167.048						
Q9H910	Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2						1558.15	1551.99					1131.6						
Q9H9B4	Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	2806.09	2831.88	2915.37	2449.86	2082.84	3979.97	2025.5	3336.18	4888.54	3666.44	4513.28	2059.44						
Q9H9C1	Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog												169.708						
Q9H9T3	Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3												420.027						
Q9HAB8	Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase							752.884					433.524						
Q9HAC7	Q9HAC7	SUCHY_HUMAN	SUGCT	Succinate--hydroxymethylglutarate CoA-transferase						2157.98	544.006	983.252	2088.8		3208.3							
Q9HAV7	Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1108.34					1226.1		1289.8	1079.2		1889	534.009						
Q9HB07	Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease							966.314					456.219						
Q9HB40	Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase					1793.57				440.849									
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein						757.968	470.291					519.406						
Q9HBH5	Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14		630.188				386.118	399.558											
Q9HC35	Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4							1804.84					1042.67						
Q9HC38	Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4			1242.94	404.011			743.652					823.2						
Q9HC84	Q9HC84	MUC5B_HUMAN	MUC5B	Mucin-5B								713.544			1346.21							
Q9HCC0	Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	880.815	961.731	431.686	524.211		927.138	280.307	534.283	779.382	1315.2		231.317						
Q9HCE1	Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10							275.947											
Q9HD20	Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase							243.487	707.912			1536.74	375.608						
Q9HD45	Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3			718.263	592.374	1376.36	1016.57	785.311	1044.35	629.023	1060.64	1852.28	1124.63						
Q9HDC9	Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	1721.82	1321.98	1260.25	1032.37	554.092	1615.13	563.874	2103.95	1765.36	1443.17	1617.05	851.688						
Q9NP58	Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6	947.675		577.691	1274.85			133.308	758.494										
Q9NP72	Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18		1513	1606.46	385.631	404.37	1670.36	927.757	877.279	1415.83			606.115						
Q9NP81	Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial			795.418				282.469	624.75	183.127			476.85						
Q9NP97	Q8TF09;Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	1053.82						684.216	891.741				1036.66						
Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	1245.78	1255.93	779.247	1123.11			564.651	245.876	345.441	1421.93	665.357	585.353						
Q9NPQ8;Q9NVN3	Q9NPQ8;Q9NVN3	RIC8A_HUMAN;RIC8B_HUMAN	RIC8A;RIC8B	Synembryn-A												297.74						
Q9NQ50	Q9NQ50	RM40_HUMAN	MRPL40	39S ribosomal protein L40, mitochondrial				750.282														
Q9NQ88	Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR							260.351					270.09						
Q9NQC3	Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	2705.68	1783.9	2390.49	2242.78		1412.86	1252.31	2624.64	2894.49	2423.36	2628.11	831.011						
Q9NQG5	Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B						864.814	318.173	455.65				510.522						
Q9NQP4	Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4							486.22					507.336						
Q9NQR4	Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2			825.4			578.764	478.963		480.607			415.081						
Q9NQT4	Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46						898.412		442.951				320.514						
Q9NQT8	Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B			1315.19															
Q9NR28	Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein					293.86		397.989	556.055	3353.28									
Q9NR30	Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	4271.24	3079.88	2936.54	2769.38	777.325	3935.38	1845.5	1438.1	1939.19	4094.83	2022.87	1348.11						
Q9NR31	Q9NR31;Q9Y6B6	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a		824.728	1556.09			3771.12	1865.04	874.06				1946.46						
Q9NR45	Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase						2249.31	724.525	623.988				737.48						
Q9NR50	Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma							525.235											
Q9NRF8	Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2							608.553					180.738						
Q9NRF9	Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3										1734.09		525.737						
Q9NRG9	Q9NRG9	AAAS_HUMAN	AAAS	Aladin						754.548	318.607	668.197				233.549						
Q9NRN7	Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase							329.64					802.305						
Q9NRX1	Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1						1254.35						492.721						
Q9NRX2	Q9NRX2	RM17_HUMAN	MRPL17	39S ribosomal protein L17, mitochondrial						887.114	459.719	632.715	906.677			536.193						
Q9NS69	Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	278.374	683.66		723.275		521.223	275.948	528.243	477.212	386.372		267.763						
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit			1876.93			891.156	1069.24					957.598						
Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	3294.87	1418.8	1514.58	1886.5	978.861	2023.74	698.988	1305.31	1278.22	2294.19	1705.32	632.316						
Q9NT62	Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3							322.576					295.389						
Q9NTJ3	Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4							620.599					278.029						
Q9NTK5	Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1			2457.66				1672.19			4850.26		1712.19						
Q9NTX5	Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase							482.082					568.262						
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12												217.931						
Q9NUI1	Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]					752.489		1406.83	3296.12		773.361								
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B		1211.49					586.19			663.037		345.668						
Q9NUP9	Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C						314.229	269.107											
Q9NUQ9	Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B			2391.66				709.453					356.808						
Q9NUU7;Q9UMR2	Q9NUU7;Q9UMR2	DD19A_HUMAN;DD19B_HUMAN	DDX19A;DDX19B	ATP-dependent RNA helicase DDX19A							327.489					781.707						
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	952.85				421.768	387.323	197.044	395.061	485.37	1014.62		340.02						
Q9NVA2	Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11						1276.47		746.248										
Q9NVH0	Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2			919.398															
