Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
Q7RTP6	Q7RTP6;O94851	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3						345.333												
Q7RTV0	Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	1223.08	1394.27		693.528		469.899	433.347	1173.65	539.181			261.524						
Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	712.132	590.683	589.451		181.158	571.095	387.936	559.651	600.792	925.966		609.591						
Q7Z2Z2	Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1							147.942					378.875						
Q7Z3B4	Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54		567.719				563.099	175.311	317.382	190.99	616.552		133.406						
Q7Z3Z0	Q7Z3Z0;CONT|Q7Z3Z0|K1C25_HUMAN	K1C25_HUMAN	KRT25	Keratin, type I cytoskeletal 25					8567.09	1338.8			198.851									
Q7Z406	Q7Z406	MYH14_HUMAN	MYH14	Myosin-14	767.828	362.698		397.66	1379.94	1261.09	331.545		885.195	1143.96								
Q7Z4W1	Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase					4973.02					474.859								
Q7Z589	Q7Z589	EMSY_HUMAN	EMSY	BRCA2-interacting transcriptional repressor EMSY							117.143											
Q7Z6K1	Q7Z6K1	THAP5_HUMAN	THAP5	THAP domain-containing protein 5	127651	93640.6	89350.5	106636	54442.4	74843.7	27011.9	53838.3	79873.9	118335	106082	33121.5						
Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1			502.739			505.507	466.284	463.974	539.313			369.865						
Q7Z794	Q7Z794;CONT|Q7Z794|K2C1B_HUMAN	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	631.789		1245.27	1146.3	3681.54	861.832	3853.46	511.572	1010.03	758.336	3846.78	1858.24						
Q7Z7H5	Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4		412.4	1326.32		831.413	624.227	468.252	767.612	571.291	2908.12	1295.12	503.635						
Q7Z7H8	Q7Z7H8	RM10_HUMAN	MRPL10	39S ribosomal protein L10, mitochondrial	772.14	1677.34	1100.22	2219.93	1409.11	752.255	511.665	546.601	485.79	1185.36		362.823						
Q7Z7K6	Q7Z7K6	CENPV_HUMAN	CENPV	Centromere protein V		734.287		875.513		885.954	242.707	466.333		826.22	589.806	288.447						
Q86SX6	Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial			154.588	138.912		359.27	209.903		603.497	603.558	424.298	201.557						
Q86TX2	Q86TX2;P49753	ACOT1_HUMAN	ACOT1	Acyl-coenzyme A thioesterase 1	985.188	1150.27	826.07	1516.09	724.024	933.871	536.603	957.775	834.698	1164.2	940.775	346.853						
Q86U42	Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	793.063	1767.29	665.1	1348.91	899.228	1574.85	476.371	973.498	966.779	1006.58	1054.08	448.284						
Q86U44	Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit	843.518		294.337	595.986		307.232	45.3565	534.882		1544.75		176.997						
Q86UE4	Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	944.511	912.549	476.532	655.519	692.958	724.681	669.767	908.873	701.94	745.256	322.737	416.14						
Q86UP2	Q86UP2	KTN1_HUMAN	KTN1	Kinectin	1079.02	1213.35	1298.39	1230.77	644.799	1006.99	413.197	880.263	805.994	1024.68	1190.39	519.798						
Q86UW7;Q9ULU8	Q9ULU8;Q86UW7	CAPS1_HUMAN;CAPS2_HUMAN	CADPS;CADPS2	Calcium-dependent secretion activator 2							296.44					155.573						
Q86V81	Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	1052.6	1854.31	1144.18			2477.19	1495.45	1000.5	1094.43	489.086	788.199	1063.63						
Q86VP6	Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1		597.064	1198.65	656.439		1107.38	1188.11	652.755	415.426			1177.27						
Q86VR2	Q86VR2	RETR3_HUMAN	RETREG3	Reticulophagy regulator 3							261.911	215.427	429.664	425.092								
Q86W42	Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog				245.372		363.961	174.247	260.158		466.935		119.383						
Q86WX3	Q86WX3	AROS_HUMAN	RPS19BP1	Active regulator of SIRT1						194.392		124.828										
Q86X55	Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1						159.498	232.917											
Q86XP3	Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42			680.861		182.546	737.594	440.644	509.178	160.379			333.816						
Q86Y39	Q86Y39	NDUAB_HUMAN	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	653.621			1347.84	1351.76	1083.46	819.617	1200.07	1258.4	747.825	1692.88	592.32						
Q86Y46	P19013;Q86Y46;CONT|P19013|K2C4_HUMAN;CONT|Q86Y46|K2C73_HUMAN	K2C73_HUMAN	KRT73	Keratin, type II cytoskeletal 73	862.086	1435.25	735.765	640.278	21068.4	604.98	109.981	1188.45	297.133		1140.14	260.64						
Q86YZ3	Q86YZ3;CONT|Q86YZ3|HORN_HUMAN	HORN_HUMAN	HRNR	Hornerin	1800.39	1616.54	1311.81	1387.51	316431	2080.6	642.754	1275.34	1540.8	2507.94	2178.74	752.512						
Q8IUE6	Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	13762.5	12138.3	13593.7	8099.26	4012.07	8728.53	6361.3	13295.1	5379.26	13624	9427.91	8765.93						
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	308.012	1422.6	1570.88	1165.55	1230.68	394.02	785.75	1169.57	1634.04	1071.28	2222.45	526.429						
Q8IVF2	Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2	4407.09	4820.05	4788.39			4880.19	3975.4	6337.81	4337.01	6362.01	3127.75	2933.47						
Q8IVT2	Q8IVT2	MISP_HUMAN	MISP	Mitotic interactor and substrate of PLK1	688.793	556.389	555.121		669.701	733.729	496.308	545.189	710.785	1474.52		307.595						
Q8IW75	Q8IW75	SPA12_HUMAN	SERPINA12	Serpin A12		694.318	479.342		7217.15				397.461			118.67						
Q8IWA0	Q8IWA0	WDR75_HUMAN	WDR75	WD repeat-containing protein 75						354.411	56.1942	215.259										
Q8IWE2	Q8IWE2	NXP20_HUMAN	FAM114A1	Protein NOXP20							251.688											
Q8IX01	Q8IX01	SUGP2_HUMAN	SUGP2	SURP and G-patch domain-containing protein 2								186.11	297.268			143.619						
Q8IX12	Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1				434.175	308.1	645.546	482.795		1035.23									
Q8IXI1	Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2		290.494	223.373	351.112	1136.51	263.898	270.997			592.049	346.473	183.674						
Q8IXI2	Q8IXI2	MIRO1_HUMAN	RHOT1	Mitochondrial Rho GTPase 1	451.698					210.638	319.448		538.14									
Q8IXM2	Q8IXM2	BAP18_HUMAN	BAP18	Chromatin complexes subunit BAP18	1257.83	419.206	65.936	399.115		747.204	639.064	907.548		531.882	660.391	680.42						
Q8IXM3	Q8IXM3	RM41_HUMAN	MRPL41	39S ribosomal protein L41, mitochondrial	134.824		297.9	634.464		102.881	297.44	391.908		317.433	419.383	211.682						
Q8IY17	Q8IY17	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6						401.418	85.2687	516.421	318.366									
Q8IY37	Q8IY37	DHX37_HUMAN	DHX37	Probable ATP-dependent RNA helicase DHX37	322.074						125.85	183.282				228.13						
Q8IY81	Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	1009.81	1487.09	603.02	761.023	881.693	536.909	387.389	585.927	852.887	1131	556.172	324.953						
Q8IY95	Q8IY95	TM192_HUMAN	TMEM192	Transmembrane protein 192	326.192						130.246			540.64	332.84	228.878						
Q8IYI6	Q8IYI6	EXOC8_HUMAN	EXOC8	Exocyst complex component 8							173.562					153.041						
Q8IYQ7	Q8IYQ7	THNS1_HUMAN	THNSL1	Threonine synthase-like 1			391.104			173.383	326.353	243.459		607.054		331.279						
Q8IYT4	Q8IYT4	KATL2_HUMAN	KATNAL2	Katanin p60 ATPase-containing subunit A-like 2	4555.2	2468.99	4035.69	751.312	1385.37	6160.63	6576.19	4289.3	3359.72	1935.4	1429.75	8193.63						
Q8IZL8	Q8IZL8	PELP1_HUMAN	PELP1	Proline-, glutamic acid- and leucine-rich protein 1		335.047		313.396		508.481	300.802	338.042		650.271		75.5801						
Q8IZP0	Q8IZP0	ABI1_HUMAN	ABI1	Abl interactor 1						377.451	499.372					232.607						
Q8IZV5	Q8IZV5	RDH10_HUMAN	RDH10	Retinol dehydrogenase 10	590.256	563.782			1004.8	279.546	801.967	1746.01	880.802		1529.15	201.039						
Q8N0S6	Q8N0S6	CENPL_HUMAN	CENPL	Centromere protein L			5003.75		3108.14	4552.88	1894.32	3292.39	2974.46	7115.58	4518.57	1665.38						
Q8N163	Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	926.941	566.842	852.072	771.609	825.669	1208.94	494.407	659.208	820.177	777.179	729.858	714.392						
Q8N1F7	Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	791.303	627.203	625.296	880.42		200.225	231.981	344.971	259.975	816.434	981.149	244.856						
Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47		659.696	982.061			634.373	341.4					834.468						
Q8N1N4	Q8N1N4;CONT|Q8N1N4|K2C78_HUMAN	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	946.687	851.844	832.272	727.254	183877	1415.42	279.262	471.162	759.769	1221.46	924.216	176.089						
Q8N257	P23527;Q6DN03;Q16778;Q8N257;Q6DRA6;P06899;P33778	H2B3B_HUMAN	H2BU1	Histone H2B type 3-B	26744.8	25777.7	22848.6	25893	9654.07	15657.5	11571.4	28050.2	16780.6	26129.2	28261.1	17552.8						
Q8N2F6	Q8N2F6	ARM10_HUMAN	ARMC10	Armadillo repeat-containing protein 10						216.369	145.742		212.687	427.288		24.5052						
Q8N2K0	Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12	1307.77	687.239		356.634			172.774	232.843	567.694	365.569		185.482						
Q8N392	Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18						207.632	198.394											
Q8N3C0	Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3				859.101		397.785	393.494				1135.84	264.431						
Q8N3L3	Q8N3L3	TXLNB_HUMAN	TXLNB	Beta-taxilin		1103.64	2508.46	627.464		2206.99												
Q8N5K1	Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	400.799		655.387					329.196	378.848			205.523						
Q8N5M9	Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1								407.526	362.158									
Q8N684	Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	794.375	889.879			779.737	756.703	345.513	707.318	607.561	453.065	492.902	606.67						
Q8N6T3	Q8N6T3	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1			565.47				125.527											
Q8N766	Q8N766	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	1008.12	620.748	1022.42	471.462	1646.06	623.267	611.501	977.006	464.692	848.805	396.095	535.272						
Q8N823	Q8N823	ZN611_HUMAN	ZNF611	Zinc finger protein 611									429.565									
Q8N983	Q8N983	RM43_HUMAN	MRPL43	39S ribosomal protein L43, mitochondrial				264.174		190.95	118.303	151.263	342.437		798.769	116.675						
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2			79.9694				224.51			326.959		307.434						
Q8NBJ4	Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1		98.6593		189.539				346.182				76.9471						
Q8NBJ5	Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1			330.906		658.51		82.0933		243.958									
Q8NBQ5	Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11	965.457	269.224	636.185			364.64	225.866	854.49	752.113		419.768	294.306						
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5				645.781		298.631	375.877	857.415	935.169	489.76	43.468	199.118						
Q8NBU5	Q8NBU5	ATAD1_HUMAN	ATAD1	Outer mitochondrial transmembrane helix translocase	740.388	468.466	419.043		2355.29	1259.83	380.101	419.763	415.37		1025.74							
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	490.423	880.85	485.37	204.824	330.79	512.287	254.831	324.739	246.219	352.41	502.118	260.708						
Q8NC51	Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	445.054			727.706		736.802	573.962	212.386		159.867	164.742	357.83						
Q8NC56	Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2			259.135	457.828		773.875	257.568	440.648	694.477		290.429	160.737						
Q8NCA5	Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A						215.623	263.706	207.952				182.413						
Q8NCU4	Q8NCU4	CC191_HUMAN	CCDC191	Coiled-coil domain-containing protein 191	233.291			518.644	1100.06		302.455		374.492		781.498	123.595						
Q8NDC4	Q8NDC4	MORN4_HUMAN	MORN4	MORN repeat-containing protein 4		2822.54		3017.11			854.862	2656.87	4950.81		3041.18							
Q8NE71	Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1			202.343				199.553	177.474	396.43			198.112						
Q8NE86	Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial		841.314	1766.57	2505.26	915.875	328.865	872.99	1478.87	3061.15	838.25	1772.89	657.635						
Q8NFD5	Q8NFD5	ARI1B_HUMAN	ARID1B	AT-rich interactive domain-containing protein 1B	4152.06	1744.49	2819.85	4828.83		3247.07	1673.1	3001.9	4810.34	4785.55	3897.92	1086.09						
Q8NFH3	Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43		398.516	232.132			83.6658	164.14					104.934						
Q8NFH5	Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35							55.4363	629.292			399.51							
Q8NFJ5	Q8NFJ5	RAI3_HUMAN	GPRC5A	Retinoic acid-induced protein 3		346.726					148.343	119.965			817.116	252.706						
Q8NFQ8	Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2	521.148	363.023	518.66	249.805		192.724	121.35	537.858	724.923		1304.82	90.0467						
Q8NI27	Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2					269.045		203.333	337.209				233.453						
Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2		251.106					121.276	274.601	611.851									
Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog							168.575					313.466						
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit						213.25	93.3262					360.512						
Q8TC12	Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	450.176	1184.09	1038.99	1436.66	1105.09	1158.27	569.556	1151.63	935.475	1562.95	582.622	375.941						
Q8TCJ2	Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B		769.575	1905.9		428.488		387.573	467.921	304.773		302.182	259.988						
Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	1621.37	672.071	488.957	686.005	723.254	872.03	351.042	485.448	566.801	2645.58	1015.59	509.683						
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13				404.961			446.909	320.195	269.787		333.134							
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9							142.633					276.924						
Q8TDD1	Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	575.985		457.785	335.848		71.5069	191.462	116.622		152.404	337.839	107.656						
Q8TDN6	Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	2112.01	2350.02	978.818	1423.71	579.022	1027.24	617.712	951.023	1047.47	1340.03		359.136						
Q8TE68	Q8TE68	ES8L1_HUMAN	EPS8L1	Epidermal growth factor receptor kinase substrate 8-like protein 1					1147.78													
Q8TEA8	Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1					368.856													
Q8TED1	Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	447.467					343.715	103.532	221.31		111.204		148.039						
Q8TEM1	Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210		944.322	1292.2	1008.77			60.0586	388.47	502.189			111.478						
Q8TEX9	Q8TEX9	IPO4_HUMAN	IPO4	Importin-4			1042.09				500.803			384.652		371.979						
Q8TF42	Q8TF42	UBS3B_HUMAN	UBASH3B	Ubiquitin-associated and SH3 domain-containing protein B							169.376											
Q8WU90	Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15							87.5127					339.142						
Q8WUD1	Q8WUD1	RAB2B_HUMAN	RAB2B	Ras-related protein Rab-2B								282.571										
Q8WUM0	Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	379.357	372.885				724.432	264.432	354.357	267.569		480.692							
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	1762.82	716.789	1253.78	807.444	670.498	1490.89	886.89	539.82		751.731		738.999						
Q8WVJ2	Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2						444.524	222.476					523.427						
Q8WVV4	Q8WVV4	POF1B_HUMAN	POF1B	Protein POF1B	1917.67	188.131	869.823	816.881	23376	541.809	322.694	505.576	708.238		355.839	242.259						
Q8WVY7	Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1			401.427			367.755	465					475.417						
Q8WW12	Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein				389.899		1469.09	443.937	306.398				436.153						
Q8WW59	Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4	629.57		451.528	549.885	351.778	373.279	265.586	338.409	542.928	637.232	989.761	101.379						
Q8WWI1	Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7					324.338	101.46	165.068	308.445										
Q8WWM7	Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein							321.489					277.839						
Q8WXF1	Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	1261.94	907.914				546.173	298.996	690.606	310.258			400.121						
Q8WXI7	Q8WXI7	MUC16_HUMAN	MUC16	Mucin-16	2119.09	3004.46	1467.45	2854.69	1767.24	1778.24	1663.4	1983.56	3146.07	3231.1	2606.17	1612.94						
Q8WXX0	Q8WXX0	DYH7_HUMAN	DNAH7	Dynein axonemal heavy chain 7		849.791	1615.7			613.793		415.754				521.349						
Q8WXX5	Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9						477.682	148.751					220.979						
Q8WYA6	Q8WYA6	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1						515.843						168.393						
Q8WYP5	Q8WYP5	ELYS_HUMAN	AHCTF1	Protein ELYS							300.886				879.542	384.324						
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN	Titin				1763.89	957.04		1027.47	2100.88	1140.12			925.25						
Q8WZA0	Q8WZA0	LZIC_HUMAN	LZIC	Protein LZIC							170.28					322.225						
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	343.706					318.369	300.895	281.916				273.684						
Q92522	Q92522	H1X_HUMAN	H1-10	Histone H1.10	761.38	1702.13	1530.18	1208.32	812.162	1063.36	555.194	970.672	943.806	996.247	1261.8	415.043						
Q92526	Q92526	TCPW_HUMAN	CCT6B	T-complex protein 1 subunit zeta-2			1089.27			1480.2												
Q92542	Q92542	NICA_HUMAN	NCSTN	Nicastrin							90.8041	189.455				240.901						
Q92544	Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4					1027.52			341.268	559.298		430.134							
Q92552	Q92552	RT27_HUMAN	MRPS27	28S ribosomal protein S27, mitochondrial	505.511	352.231	1113.75	378.619	662.85	437.492	249.664	393.025	730.856	902.556	326.003	185.502						
Q92598	Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	551.788	528.052	500.228	552.328		860.411	690.694	414.271	599.781	682.67	113.424	682.474						
Q92599	Q92599	SEPT8_HUMAN	SEPTIN8	Septin-8							213.091	109.252				200.773						
Q92604	Q92604	LGAT1_HUMAN	LPGAT1	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1		51.4689	130.221				162.012	440.513		324.509	522.22	92.957						
Q92609	Q92609	TBCD5_HUMAN	TBC1D5	TBC1 domain family member 5							126.008					239.103						
Q92614	Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa	256.29	1182.04	583.787		217.629		289.433	679.319	451.59			359.549						
Q92616	Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	287.254	582.972	635.958			399.105	762.751	397.178	312.639	765.815	254.142	833.447						
Q92621	Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205		469.746		523.377		638.372		283.679										
Q92643	Q92643	GPI8_HUMAN	PIGK	GPI-anchor transamidase	113.031	164.108	304.32			173.344	205.862	410.4	718.581		160.98	240.432						
Q92665	Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial		299.441	387.626	1260.87	464.321	883.423	226.3	576.75		831.92	269.226	272.468						
Q92688	Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	762.38	807.621	817.034	394.17		5674.79	3028.08	1876.87			446.97	3464.49						
Q92783	Q92783	STAM1_HUMAN	STAM	Signal transducing adapter molecule 1							199.016					212.695						
Q92797	Q92797	SYMPK_HUMAN	SYMPK	Symplekin			510.078					304.977				258.546						
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N							164.748					323.16						
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	496.414				5792.09	274.192		212.765	349.237									
Q92839	Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1	2225.96	1292.64	1428.54		445.876	1680.04	2721.64	990.692		300.227		2770.47						
Q92841	Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	1503.86	515.67	1461.08		412.524	2970.5	1872.25	2016.11	641.917	1097.96	315.707	2031.41						
Q92878	Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	809.02	767.494	354.488	360.067	438.574	1124.75	272.946	267.304	568.246			301.516						
Q92887	Q92887	MRP2_HUMAN	ABCC2	ATP-binding cassette sub-family C member 2	289.477						232.992				365.846	165.556						
Q92888	Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1							210.797					143.655						
Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	102.215		383.202	536.526	615.476	386.302	184.474	131.005			702.641	324.138						
Q92905	Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	450.948					113.911	200.424											
Q92917	Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein							174.91					211.18						
Q92930	Q92930	RAB8B_HUMAN	RAB8B	Ras-related protein Rab-8B							74.2168	178.935				126.297						
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	1118.46	1835.12	458.03	753.383	546.591	2606.73	1718.89	1558.01	1610.62	826.114	547.382	1672.05						
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1		447.099	705.066	84.926		762.017	642.632	213.425				635.556						
Q92979	Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1		762.633	712.407	678.709		616.822	165.655		590.018			450.783						
Q93008	Q93008;O00507	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X						401.084	234.417					271.107						
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7		699.494			4339	464.856	204.542	619.264	694.233			258.944						
Q93050	Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a 1	861.13	2180.09	1192.58		742.651	1292.76	435.264	683.982	355.854	447.444	380.621	329.622						
Q969J5	Q969J5	I22R2_HUMAN	IL22RA2	Interleukin-22 receptor subunit alpha-2		1814.82	1887.09				1076.31	1419.4	713.051	2127.91		1005.33						
Q969L2	Q969L2	MAL2_HUMAN	MAL2	Protein MAL2					3034.37					105.448								
