Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d
Q9NPA8	Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2						166.538						181.251	372.704	153.266													213.275	279.604		
Q9NPF4	Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase								350.315					1354.48	151.972		799.155											131.221	130.303		
Q9NPH2	Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1							396.8	292.15			232.929	482.501	364.703	375.206		300.197	331.949				294.41	385.668	226.372		120.979		301.468	274.198	251.928	450.742
Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13		120.613				123.895	202.077		209.181			469.114		66.0252		342.211					209.916		172.739		87.2825		199.867		222.907	
Q9NPQ8	Q9NPQ8;Q9NVN3	RIC8A_HUMAN	RIC8A	Synembryn-A		199.038	396.128			303.697	645.865				549.493	379.77	313.054			247.563	371.47				361.898	375.093	320.768	186.468				538.133	417.876	514.017
Q9NQ29	Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1			255.281	386.018		197.39	165.264						88.7918	201.719				62.8014	241.899					174.817	224.293		219.42	245.415		
Q9NQ88	Q9NQ88	TIGAR_HUMAN	TIGAR	"Fructose-2,6-bisphosphatase TIGAR"		316.796				96.7216	378.333	218.567	1055.23		225.993	375.296		218.018		330.084					363.187	134.749	111.662	364.363	164.052		128.237	426.14	154.94	
Q9NQC3	Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	719.687	2104.31	549.553	509.3	801.5	712.613	947.043	886.232	1208.17	1310.8	916.612	791.752	879.5	518.921		639.119		877.951	395.087	1444.1	1386.25	998.841	1005.91	922.897	1313.47	1736.89	857.761	950.751	1256.62	825.894
Q9NQG5	Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B						126.654		344.98	58.4424		123.32				79.2281							222.56			88.783		151.341	145.393	269.471	328.68
Q9NQP4	Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4			469.016			242.382	188.082			121.488	262.101	320.18	64.6021	245.377		138.479						200.195	187.253	333.994				118.966	86.5989	364.068
Q9NQR4	Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2		306.915	334.675	231.439	218.722	324.216	276.011	149.378		79.0665	130.47	662.036	583.381	415.473	632.131	338.358	530.401		536.805		540.294	360.392	656.807	255.494	314.96		401.765	621.742	402.578	356.338
Q9NQT8	Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B								103.738	161.218		60.6302										129.569			213.392	151.912			159.766		93.8059
Q9NQW7	Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	200.254	428.014	358.249	385.704	304.687	422.148	437.652	392.069		52.3544	311.971	189.176	454.103	255.219	1177.69	300.821	332.832	718.371	594.957		780.402	520.013	567.129	411.651	303.927		383.554	391.705	310.266	416.655
Q9NQZ2	Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10			219.519			182.444							260.313											201.376	197.253		394.908			
Q9NR12	Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	988.54	3629.65	2489.98	825.761	1445	2650.97	4778.3	4555.62	943.711	278.237	5873.42	3536.06	3529.57	3933.58	1035.78	4338.4		488.419	2315.44	336.004	2694.68	5553.81	3817.59	3655.17	5547.75	631.297	4031.1	5350.33	6256.26	3630.93
Q9NR19	Q9NR19	ACSA_HUMAN	ACSS2	"Acetyl-coenzyme A synthetase, cytoplasmic"	447.694						346.373	174.24		174.136	189.365					639.951					285.1	125.604		272.325			314.977	226.875		288.606
Q9NR28	Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein		277.168	169.546	119.91		211.788	248.922	289.011	406.942	525.351	172.203	188.8	379.801	170.023		361.024		194.879			259.93	521.8	205.419		249.309	353.45	197.065		277.074	123.973
Q9NR30	Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2		72.3843	1000.17	1486.87		1395.7	507.691	518.229	1090.83	1043.66	621.284	789.316	356.418	668.12		432.169		749.696	770.538	995.39	141.554	540.868	765.917	1068.41	1054.67	744.194	772.94	634.748	384.956	921.235
Q9NR31	Q9NR31;Q9Y6B6	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a		2132.52	1817.61	407.436		3100.65	791.483	1931.41	751.688	222.895	1539.96	878.039	1337.7	857.61	374.117	1511.05	677.62	343.418	976.369		1762.11	1184.4	1489.29	1301.71	2221.32	358.374	1716.33	2180.52	2949.29	1538.8
Q9NR45	Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase							297.186	228.03			425.676										196.022	268.767	443.689	429.345	381.541		565.026		511.732	
Q9NR46	Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2		216.539	259.712			178.309		165.37			215.777		233.696	295.211		381.033			299.022			286.771		656.178	84.8911				260.982	185.119
Q9NR50	Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma			172.144				137.974										319.873		263.488			89.1964			73.3988					
Q9NRF8	Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2													138.852																	
Q9NRG9	Q9NRG9	AAAS_HUMAN	AAAS	Aladin				313.083		181.254	135.417	163.274		170.692	230.094		43.7904	354.44					91.8811	466.434		76.6847	256.635	41.8069	139.713	238.579			207.149	209.565
Q9NRN7	Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase		163.932	251.477			335.024	135.236	142.965	200.448		234.562	230.499	386.811			663.754					112.451	260.092	171.897	267.4			286.224	294.546	332.901	274.277
Q9NRV9	Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1			635.302			217.115	584.574	341.002			277.71	193.517	364.791	221.153		698.354					124.9	364.843	193.199		257.493		213.073	307.764	186.778	227.054
Q9NRW7	Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45								192.441													82.1036				100.125			156.461		
Q9NRX1	Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1		155.717	327.952	305.432		388.501				238.784		356.688						308.386					455.696				427.317	564.351		
Q9NRX2	Q9NRX2	RM17_HUMAN	MRPL17	"39S ribosomal protein L17, mitochondrial"		338.476		348.314		237.86	402.713	228.871	352.515	332.311	409.76	126.359	253.024			481.055		399.533	555.904	285.866		422.931	474.385	546.589	282.068	186.199	313.935	257.414	293.038	349.372
Q9NRX4	Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase			162.816			453.886	399.671	79.7578			145.882	407.005	237.978	522.338		68.7517					197.753	246.259	145.854	318.342	34.0255		125.265	199.723	137.201	171.23
Q9NRY5	Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2						122.548																							181.224	76.2439
Q9NRY6	Q9NRY6	PLS3_HUMAN	PLSCR3	Phospholipid scramblase 3					138.802						104.317			439.307	163.841										163.693					
Q9NS69	Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog		993.553	373.923	1248.16		795.845	1316.72	229.373	1187.3	520.139	537.932	1234.25	506.023	517.31		484.173		555.164	650.251	812.205	250.056	1958.12	682.151	625.844	438.381	720.705	1294.03	350.261	585.081	356.166
Q9NS93	Q9NS93	TM7S3_HUMAN	TM7SF3	Transmembrane 7 superfamily member 3								81.5081		248.708	201.602							224.078							33.4315		101.416			
Q9NSC5	Q86YM7;Q9NSB8;Q9NSC5	HOME3_HUMAN	HOMER3	Homer protein homolog 3																			496.042			631.157			364.482					309.016
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	869.429	687.796	695.789	673.932		417.253	672.873	451.209	228.878	295.831	582.766	671.329	570.302	603.379	1278	660.828	317.998		295.98	146.57	626.501	485.528	989.089	699.91	578.733	745.084	613.677	674.52	381.301	525.086
Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	"Isoleucine--tRNA ligase, mitochondrial"		405.192	424.509	951.298		469.518	612.388	465.771	709.914	1007.45	622.515	657.785	857.027	604.41	1215.02	732.209		907.775	1238.66	1028.96	447.295	906.919	388.597	703.582	698.693	751.684	733.042	740.933	658.526	628.307
Q9NT62	Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3		242.819						139.89			65.9567	155.053	78.7334									87.806	159.326		170.37		95.149			119.023
Q9NTJ3	Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4			313.973	640.674																								434.811	140.83	169.74
Q9NTJ5	Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	396.816	176.122		151.688	147.187	133.728				136.632	54.2343		254.873			143.409			269.01		88.8873		81.4787		157.724		225.493		117.615	97.4634
Q9NTK5	Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1		1054.56	1348.58			917.813	1140.52	1059.74	59.4965		847.763	719.989	1350.45	902.043	106.638	927.486	390.738	492.527	101.48	64.8474	1075.21	1814.63	1425.22	1031.59	598.435	211.043	1053.56	1109.97	1149.15	1079.71
Q9NTX5	Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase			297.706			380.555	351.322	333.773	255.914		372.971	295.008	522.213	248.441		460.626		245.424		247.517	204.744	369.706	341.259		257.513	120.724		284.194	197.964	361.482
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12				169.302		213.806		266.591			180.878			132.342	658.568							98.0607	243.187					143.514	135.06	
Q9NUI1	Q9NUI1	DECR2_HUMAN	DECR2	"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]"			173.652						147.502		106.121		119.319	174.339					152.205						92.0011	222.381				
Q9NUJ1	Q9NUJ1	ABHDA_HUMAN	ABHD10	"Palmitoyl-protein thioesterase ABHD10, mitochondrial"			39.8458				355.951		109.336	177.432	162.932	118.095		158.066				446.79	44.337	253.821			141.799	198.467	88.2373	153.247	117.143	316.284		221.41
Q9NUL3	Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2														239.718					179.642					60.158					159.117	166.982
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B				118.382	374.254	148.326		208.582	328.272	356.953		494.78						190.976		290.191		342.178				526.965		170.882	181.296	
Q9NUQ6	Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein			191.48																				217.627						88.0395	
Q9NUQ7	Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2										95.91								115.174					75.0964		118.019					
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3			126.337				144.773																		211.703		257.224	215.08	76.8677	
Q9NUQ9	Q9NUQ9;Q9H0Q0	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B		169.385				173.132	759.681	68.4558	101.976		164.124		308.905		484.497	167.912		190.067			40.7971	185.165	252.881	215.914	149.634	116.363			178.091	237.528
Q9NUU7	Q9NUU7;Q9UMR2	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A		387.631	306.447			344.495	418.575	250.865			191.409	264.208		441.009		427.125	303.699				340.666	410.412	344.225	268.33	308.904	176.06	907.039	536.361	404.108	533.237
Q9NUY8	Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23				42.6936		214.252	41.0916									335.367								805.438	42.9197				306.351	303.867
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3			115.81			230.117	236.401	46.2088		329.852	153.216			217.246				518.919		130.174		72.8982			129.475		132.389	356.483	211.647	
Q9NVA2	Q14141;Q92599;Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	346.722	1038.23	754.714	847.929	349.4	859.771	1096.95	1245.77	298.338	150.101	1100.09	966.006	742.003	1150.1	1058.8	760.365	568.75	159.347	704.045	344.182	841.722	1479.57	1227.98	1207.01	926.11	464.213	860.972	788.14	1272.94	657.682
Q9NVD7	Q9NVD7;Q9HBI1	PARVA_HUMAN	PARVA	Alpha-parvin		201.593	226.065			239.828	167.234	297.303	217.173	126.529	230.896	289.345	294.469	503.432		361.585					286.874	435.977	249.441	289.981	246.173		290.114	296.355	326.837	218.028
Q9NVE7	Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase			119.625					161.911			86.4879					232.303					183.263			69.1734						217.49
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11		343.835	312.839			473.653	219.058		200.703		153.885							277.452		123.194	123.843				300.551	297.818			165.884	
Q9NVI7	Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A		411.84	335.971	433.982		484.699	608.432	547.163	476.234	305.021	518.202	613.575	354.377	495.427		661.347	555.266	493.834	306.614	462.09	351.496	237.762	285.811	529.465	501.877	581.893	532.071	537.349	454.205	215.721
Q9NVJ2	Q9NVJ2;Q96BM9	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	372.298	716.411	347.346		271.84	319.226	567.751	273.718	285.336	334.719	464.847	525.989	310.807	384.508		614.857	307.872	349.211	529.787		162.807	369.575	470.957		298.835	322.074	419.218	285.078	297.466	305.58
Q9NVM4	Q9NVM4	ANM7_HUMAN	PRMT7	Protein arginine N-methyltransferase 7			190.836																									500.577		
Q9NVP1	Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18			796.79	301.559		518.08	202.341	352.337	339.653	504.128	263.302	428.63	211.905	621.243		464.286		433.804	432.838	679.46		679.987	497.484	342.286	548.303	395.327	422.571	451.618	238.469	405.837
Q9NVS2	Q9NVS2	RT18A_HUMAN	MRPS18A	"39S ribosomal protein S18a, mitochondrial"							237.565	430.568		255.991			233.549	245.426											260.023	370.428			173.915	
Q9NVT9	Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1						105.896	418.557				210.814		141.526	125.592								206.63		201.274			93.8477	135.116	191.617	
Q9NVZ3	Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2			95.2138			69.3634	415.789	92.2036			168.353					153.483									103.525					
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28									241.766	127.254		488.269	155.003	272.009		393.192		167.444					351.948		121.207	132.229			155.016	117.498
Q9NW15	Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10													127.81												164.392					134.803
Q9NWB6	Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1						256.023	231.663				235.62	382.669		269.88		217.331		397.382	360.035				202.024	201.244	409.803		389.867	342.788	156.695	251.632
Q9NWH9	Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator			187.829			236.595			955.973	344.774	139.58		166.635	521.918				175.461		228.022		378.106	140.352	271.562	224.232	238.593	388.382		359.137	179.453
Q9NWS8	Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog							445.054	147.418	180.07	385.647	114.41		116.023	355.146		172.28			197.061	322.718			68.4177		116.527	61.6305				
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1						211.847			57.2053									193.198									191.257			
Q9NWU5	Q9NWU5	RM22_HUMAN	MRPL22	"39S ribosomal protein L22, mitochondrial"			160.585	187.308			365.619	168.674	172.427	470.3	261.34		259.376	313.899				648.934		114.639			246.989		112.752	451.183	165.733		196.296	298.75
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein		362.919	289.127			607.958	736.406	257.123			520.529	478.786	233.347	636.263			518.41				886.489	451.986	461.174	399.238	725.086	219.142		198.987	277.145	359.222
Q9NWV8	Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	216.925		112.188				192.329				307.083										99.7977									258.187
Q9NWX5	Q9NWX5	ASB6_HUMAN	ASB6	Ankyrin repeat and SOCS box protein 6								595.511																		395.57				
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"			297.625			355.701	552.481	479.808	448.886	447.131	187.584		615.363	358.321		328.869		329.889	448.586	900.742	291.24	459.724	346.545	417.673	508.207	984.903	391.44	342.295	874.136	
Q9NX20	Q9NX20	RM16_HUMAN	MRPL16	"39S ribosomal protein L16, mitochondrial"						150.609	752.662	496.196		242.742	349.477									203.626				234.646	145.561	395.373				310.223
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2			10.5889			439.876		253.65	254.809	218.485	112.521		343.773							433.508			238.043	156.467	99.1349				244.302	60.2784
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1		459.984	312.604	313.351		396.821	708.999	603.024	410.768	682.695	427.389	369.332		397.575		444.116		630.2	1172.73	354.006	346.484	738.097	228.935	411.503	473.549	775.892	380.993	496.098	636.226	374.836
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3		423.103	417.797								438.512		171.039						340.798				365.648	584.279	282.037			618.658	261.018	
Q9NX62	Q9NX62	IMPA3_HUMAN	BPNT2	"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase"							357.458				260.733								318.384	363.355	222.141				306.015				260.784	
Q9NX63	Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19		304.884	373.616	402.447		626.289	725.57	659.595	751.036	1310.47	626.599	971.882	735.723	525.911		627.162		904.994	724.1	1474.91	392.065	518.608	628.629	688.944	860.777	1235.5	833.234	760.964	504.954	593.704
Q9NXE4	Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4			167.711																						270.469					106.999
Q9NXF1	Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10						233.178			122.127																31.2929	330.529				101.389
Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1							127.767	162.822			120.862																			
Q9NXH9	Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase		150.112						208.581			114.412							135.122						203.729					86.0474	
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein				285.691		118.253						208.643		97.8542					399.724				129.037			147.269		389.893		115.808
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1			140.482			232.049		237.007	178.837	181.199				167.562				367.447					318.081		288.145	151.51	84.9435	114.981	161.775	
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3		375.472	307.086	247.954	217.062	382.979	576.547	584.104			244.658		480.518	568.633	367.389	424.057			269.61			683.625	364.432	416.082	182.14		120.461	275.788	567.912	437.141
Q9NY61	Q9NY61	AATF_HUMAN	AATF	Protein AATF																									181.237	102.804				
Q9NY93	Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56						395.975			146.58	283.888	78.8338	106.793								137.555					129.071	113.837	270.11	331.404		
Q9NYB9	Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2						39.3736	360.777																	139.711						
Q9NYF8	Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1		336.812	995.963	394.917		366.578	315.597	373.21	387.537	560.054	433.552	591.821	475.075	784.931		244.322		336.682	280.167	591.829	694.558	342.101	396.495	489.574	707.799	500.508	954.089	200.462	467.006	443.77
Q9NYK5	Q9NYK5	RM39_HUMAN	MRPL39	"39S ribosomal protein L39, mitochondrial"			137.421	435.163		165.75	356.441		437.278	237.556	226.883		199.156	231.034		109.249		266.798		212.161	111.776	162.928	108.324		201.869		235.029	263.136	118.829	186.714
Q9NYL4	Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11			321.714	270.534	330.702	750.718	484.545	1144.91	938.726	428.563	608.043	783.344						79.9519		430.284	702.239		592.884	302.841	791.168	1115.47	441.467		886.617	
Q9NYL9	Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	517.034	521.127	431.931	285.579	597.832	322.388	317.848	516.104	203.536	134.352	394.459	315.159	366.512	285.36		364.014		293.266	358.78	222.71	602.357	284.514	529.555	169.291	328.702	157.953	339.745	262.033	649.148	322.451
Q9NYU1	Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2						88.7591				149.356																				
Q9NYU2	Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1		227.193	423.905	560.786	474.876	340.134	454.512	368.495	468.737	416.354	404.501	298.377	362.385	580.057	662.765	305.964	385.396	358.217	771.896		166.249	432.444	421.692	373.449	356.256	389.528	356.189	613.186	402.54	257.437
Q9NZ01	Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase		140.883					474.869		490.991	306.495	206.222	218.494	744.174			143.404	1173.1	397.905	333.459		250.41	197.378	275.452		399.845	312.538	128.524	232.132		331.483
Q9NZ08	Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1			279.428	386.011	474.107	235.766	212.15	154.3	625.857	504.304	278.459	377.239	358.138	334.355		407.761		609.273	312.336			294.054	227.523	446.36	237.04		329.822	203.62	265.658	438.745
Q9NZ43	Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1			100.736			160.733				68.4417													192.6		334.278	293.305	141.318			
Q9NZB2	Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1		446.201	350.221	721.108		472.033	138.146	280.654			255.287		317.431	421.863	203.814	334.331			230.976			365.468	255.171	693.994	359.28		282.638		566.489	263.544
Q9NZD2	Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein		277.585			137.405		164.513		256.072	133.678	220.136	309.443			207.025		596.142		229.915	267.823		198.184	350.407		260.623				153.755	
Q9NZE8	Q9NZE8	RM35_HUMAN	MRPL35	"39S ribosomal protein L35, mitochondrial"									167.106				251.579			128.982									69.786		119.216			
Q9NZH8	Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma		289.829	335.587		302.347	225.95	513.484	262.66	453.943	173.506		277.431	203.501	309.014			311.377		196.553	410.16	235.254	166.355	228.754		159.824	282.882				230.191
Q9NZI8	Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1		189.417	460.127	684.045		612.998	719.722	620.731	369.648	468.098	780.634	798.102	519.678	780.577		865.841	349.632	300.366	315.05	388.661	416.43	336.071	644.613	758.746	825.066		821.132	963.235	814.63	464.814
Q9NZJ4	Q9NZJ4	SACS_HUMAN	SACS	Sacsin				164.266		105.126	288.231	151.22			147.542			125.461								36.514	23.6882	135.048			176.475			
